from	to	interaction
43	2	shm
836	9	shm
1872	15	shm
426	18	shm
28	20	shm
36	26	shm
1786	37	shm
478	38	shm
481	39	shm
26	40	shm
39	43	shm
328	52	shm
832	61	shm
8	70	shm
1165	72	shm
80	84	shm
642	139	shm
5	149	shm
486	160	shm
39	168	shm
653	188	shm
321	202	shm
1905	222	shm
189	225	shm
8	239	shm
37	240	shm
138	274	shm
33	310	shm
917	319	shm
5	320	shm
1300	422	shm
917	424	shm
14	431	shm
8	448	shm
175	455	shm
894	459	shm
8	467	shm
274	490	shm
5	496	shm
1167	499	shm
778	513	shm
549	562	shm
1763	563	shm
630	574	shm
492	585	shm
6	593	shm
548	683	shm
8	685	shm
70	688	shm
6	693	shm
1613	701	shm
139	711	shm
36	736	shm
1436	748	shm
889	762	shm
42	787	shm
41	793	shm
462	796	shm
64	813	shm
328	815	shm
40	829	shm
116	857	shm
646	875	shm
8	892	shm
26	919	shm
80	922	shm
2	933	shm
557	943	shm
2	946	shm
15	960	shm
6	965	shm
593	966	shm
965	967	shm
6	968	shm
6	969	shm
594	970	shm
593	974	shm
175	977	shm
125	981	shm
182	982	shm
18	983	shm
67	985	shm
399	986	shm
245	990	shm
1912	994	shm
533	995	shm
240	998	shm
287	999	shm
2	1000	shm
36	1001	shm
143	1002	shm
14	1003	shm
1511	1004	shm
194	1007	shm
169	1013	shm
41	1015	shm
1904	1016	shm
1757	1019	shm
288	1020	shm
46	1022	shm
358	1024	shm
370	1025	shm
75	1026	shm
164	1028	shm
9	1032	shm
6	1033	shm
127	1035	shm
1891	1036	shm
6	1037	shm
667	1038	shm
15	1042	shm
503	1043	shm
633	1045	shm
1246	1046	shm
1351	1053	shm
108	1057	shm
178	1060	shm
923	1065	shm
800	1071	shm
553	1080	shm
847	1082	shm
9	1083	shm
337	1091	shm
21	1094	shm
30	1097	shm
8	1102	shm
139	1105	shm
937	1106	shm
103	1109	shm
113	1112	shm
787	1113	shm
393	1115	shm
242	1117	shm
499	1118	shm
547	1122	shm
1795	1128	shm
731	1130	shm
58	1132	shm
354	1133	shm
363	1136	shm
328	1138	shm
125	1139	shm
5	1140	shm
1027	1141	shm
138	1146	shm
448	1147	shm
148	1148	shm
339	1149	shm
549	1152	shm
188	1153	shm
75	1159	shm
256	1162	shm
328	1164	shm
28	1171	shm
1866	1173	shm
1217	1177	shm
69	1178	shm
161	1181	shm
8	1182	shm
50	1183	shm
2	1188	shm
265	1190	shm
885	1194	shm
448	1195	shm
710	1198	shm
153	1200	shm
309	1201	shm
20	1204	shm
8	1210	shm
773	1211	shm
354	1212	shm
310	1213	shm
453	1220	shm
836	1223	shm
284	1227	shm
1202	1229	shm
559	1230	shm
465	1234	shm
809	1235	shm
1763	1236	shm
15	1237	shm
114	1239	shm
345	1243	shm
36	1245	shm
37	1246	shm
666	1247	shm
415	1249	shm
5	1250	shm
221	1251	shm
222	1252	shm
107	1253	shm
5	1257	shm
60	1258	shm
1202	1260	shm
572	1265	shm
50	1266	shm
15	1275	shm
557	1280	shm
1182	1282	shm
762	1283	shm
8	1294	shm
638	1295	shm
1504	1297	shm
357	1298	shm
780	1299	shm
169	1304	shm
79	1306	shm
1416	1307	shm
107	1308	shm
114	1311	shm
6	1314	shm
594	1315	shm
1837	1319	shm
133	1321	shm
208	1326	shm
5	1332	shm
337	1333	shm
417	1339	shm
1405	1340	shm
337	1344	shm
1674	1345	shm
557	1352	shm
8	1360	shm
169	1372	shm
1152	1374	shm
431	1376	shm
367	1377	shm
223	1378	shm
800	1379	shm
8	1380	shm
16	1387	shm
80	1388	shm
18	1392	shm
226	1395	shm
1080	1397	shm
1849	1406	shm
549	1409	shm
80	1416	shm
8	1418	shm
1357	1421	shm
72	1423	shm
6	1428	shm
46	1429	shm
14	1441	shm
223	1450	shm
701	1451	shm
43	1452	shm
303	1454	shm
77	1455	shm
875	1456	shm
1763	1458	shm
484	1465	shm
512	1466	shm
275	1467	shm
500	1473	shm
14	1474	shm
6	1477	shm
80	1478	shm
36	1479	shm
148	1481	shm
1845	1484	shm
328	1488	shm
1755	1489	shm
484	1491	shm
1436	1493	shm
15	1499	shm
464	1500	shm
351	1501	shm
1731	1504	shm
182	1509	shm
799	1510	shm
5	1511	shm
15	1512	shm
8	1513	shm
431	1514	shm
885	1515	shm
504	1518	shm
50	1519	shm
1631	1520	shm
897	1528	shm
1182	1530	shm
370	1531	shm
20	1536	shm
8	1537	shm
254	1539	shm
683	1540	shm
5	1543	shm
206	1544	shm
676	1548	shm
201	1549	shm
73	1550	shm
5	1551	shm
60	1553	shm
512	1554	shm
1416	1556	shm
52	1559	shm
2	1560	shm
108	1563	shm
1831	1566	shm
376	1568	shm
78	1572	shm
1504	1573	shm
16	1574	shm
18	1575	shm
133	1578	shm
302	1579	shm
166	1583	shm
662	1584	shm
448	1587	shm
52	1588	shm
188	1589	shm
225	1594	shm
40	1600	shm
505	1603	shm
667	1604	shm
1409	1616	shm
1349	1618	shm
586	1620	shm
138	1622	shm
226	1623	shm
1264	1629	shm
917	1638	shm
14	1640	shm
6	1641	shm
45	1642	shm
33	1643	shm
26	1645	shm
879	1646	shm
598	1647	shm
1357	1650	shm
219	1653	shm
1382	1654	shm
103	1659	shm
513	1660	shm
1024	1667	shm
641	1668	shm
14	1670	shm
484	1672	shm
40	1673	shm
363	1674	shm
133	1675	shm
905	1677	shm
1727	1679	shm
164	1680	shm
169	1683	shm
484	1684	shm
873	1686	shm
869	1689	shm
21	1691	shm
685	1696	shm
42	1698	shm
26	1700	shm
790	1701	shm
1382	1702	shm
6	1704	shm
5	1710	shm
448	1718	shm
69	1719	shm
573	1720	shm
732	1722	shm
455	1726	shm
310	1727	shm
39	1728	shm
9	1729	shm
8	1731	shm
216	1736	shm
276	1738	shm
40	1740	shm
357	1742	shm
6	1743	shm
661	1744	shm
579	1746	shm
1763	1747	shm
1357	1752	shm
892	1755	shm
79	1756	shm
73	1757	shm
66	1759	shm
229	1765	shm
14	1766	shm
58	1769	shm
641	1770	shm
1962	1771	shm
1067	1775	shm
64	1776	shm
275	1778	shm
16	1779	shm
943	1780	shm
30	1786	shm
49	1789	shm
169	1791	shm
367	1792	shm
445	1793	shm
1362	1798	shm
1631	1799	shm
382	1802	shm
6	1805	shm
336	1806	shm
357	1807	shm
889	1813	shm
855	1817	shm
8	1819	shm
1822	1821	shm
15	1827	shm
1283	1828	shm
219	1832	shm
1737	1833	shm
15	1834	shm
294	1835	shm
520	1836	shm
8	1838	shm
507	1840	shm
566	1843	shm
40	1845	shm
943	1849	shm
133	1850	shm
294	1851	shm
627	1852	shm
194	1854	shm
715	1857	shm
26	1859	shm
52	1861	shm
689	1862	shm
42	1866	shm
6	1867	shm
115	1870	shm
336	1871	shm
662	1876	shm
426	1881	shm
5	1885	shm
8	1888	shm
829	1889	shm
6	1890	shm
1210	1891	shm
1581	1892	shm
1103	1893	shm
160	1898	shm
594	1899	shm
555	1900	shm
499	1901	shm
265	1904	shm
77	1906	shm
33	1907	shm
409	1909	shm
138	1913	shm
63	1914	shm
60	1919	shm
801	1921	shm
931	1927	shm
8	1928	shm
817	1929	shm
513	1930	shm
9	1931	shm
172	1932	shm
1558	1935	shm
1553	1937	shm
64	1938	shm
30	1942	shm
788	1947	shm
14	1949	shm
1822	1950	shm
20	1951	shm
346	1955	shm
566	1956	shm
40	1957	shm
230	1959	shm
1389	1963	shm
208	1964	shm
46	1965	shm
541	1968	shm
72	1971	shm
1550	1972	shm
302	1974	shm
83	1975	shm
78	1977	shm
87	1980	shm
103	1981	shm
1462	1983	shm
320	1986	shm
1092	1990	shm
280	1992	shm
43	1993	shm
103	1994	shm
5	1996	shm
351	1999	shm
512	2005	shm
748	2007	shm
172	2008	shm
809	2010	shm
172	2011	shm
5	2016	shm
194	2017	shm
