from	to	interaction
296	2	shm
50	3	shm
2	4	shm
1	10	shm
1677	11	shm
50	16	shm
96	26	shm
22	28	shm
192	29	shm
368	30	shm
400	47	shm
221	56	shm
46	66	shm
131	68	shm
221	79	shm
296	90	shm
196	98	shm
1957	128	shm
1564	134	shm
1	153	shm
296	155	shm
12	186	shm
1810	207	shm
80	252	shm
12	279	shm
368	290	shm
10	324	shm
240	330	shm
429	370	shm
1677	388	shm
197	392	shm
712	400	shm
1	417	shm
131	434	shm
883	466	shm
1822	474	shm
1	477	shm
50	485	shm
296	546	shm
2	574	shm
1	589	shm
24	597	shm
197	604	shm
296	620	shm
1677	626	shm
1530	630	shm
1804	631	shm
70	639	shm
296	640	shm
2079	694	shm
10	702	shm
67	719	shm
3	721	shm
46	734	shm
1	749	shm
1	755	shm
80	800	shm
1926	852	shm
1677	892	shm
50	895	shm
1561	961	shm
1422	965	shm
892	967	shm
131	987	shm
393	994	shm
113	1018	shm
14	1051	shm
38	1085	shm
744	1087	shm
1920	1100	shm
187	1106	shm
1997	1116	shm
546	1126	shm
812	1135	shm
30	1145	shm
71	1150	shm
1175	1169	shm
892	1171	shm
1164	1177	shm
744	1195	shm
70	1208	shm
296	1213	shm
10	1214	shm
546	1216	shm
10	1221	shm
18	1225	shm
10	1242	shm
12	1251	shm
14	1282	shm
719	1284	shm
1051	1285	shm
529	1292	shm
745	1293	shm
279	1294	shm
432	1296	shm
164	1301	shm
34	1302	shm
1795	1303	shm
11	1304	shm
72	1306	shm
321	1307	shm
16	1317	shm
604	1318	shm
29	1323	shm
139	1328	shm
170	1330	shm
18	1333	shm
529	1345	shm
59	1351	shm
191	1352	shm
47	1357	shm
332	1359	shm
34	1361	shm
1249	1370	shm
10	1385	shm
1586	1387	shm
24	1388	shm
197	1392	shm
483	1393	shm
145	1396	shm
56	1402	shm
158	1403	shm
11	1408	shm
240	1410	shm
1249	1412	shm
6	1423	shm
90	1425	shm
255	1430	shm
6	1433	shm
1946	1435	shm
16	1437	shm
838	1438	shm
1175	1442	shm
1021	1447	shm
82	1454	shm
1261	1455	shm
11	1459	shm
316	1460	shm
699	1461	shm
66	1466	shm
66	1469	shm
152	1472	shm
47	1475	shm
546	1476	shm
959	1477	shm
131	1478	shm
11	1479	shm
1865	1487	shm
70	1492	shm
488	1493	shm
147	1494	shm
2119	1495	shm
488	1498	shm
10	1503	shm
38	1504	shm
6	1505	shm
11	1512	shm
721	1513	shm
1224	1515	shm
46	1516	shm
1078	1517	shm
852	1519	shm
402	1520	shm
11	1521	shm
329	1526	shm
325	1529	shm
56	1533	shm
34	1537	shm
477	1540	shm
59	1542	shm
14	1545	shm
342	1548	shm
1738	1557	shm
604	1560	shm
835	1562	shm
164	1563	shm
112	1565	shm
268	1571	shm
29	1574	shm
56	1578	shm
295	1580	shm
717	1583	shm
213	1588	shm
712	1596	shm
106	1597	shm
70	1599	shm
1008	1600	shm
173	1611	shm
762	1612	shm
12	1616	shm
688	1619	shm
296	1624	shm
1477	1627	shm
122	1628	shm
40	1634	shm
36	1635	shm
573	1644	shm
157	1647	shm
2	1654	shm
702	1660	shm
859	1664	shm
775	1666	shm
824	1667	shm
573	1679	shm
213	1685	shm
6	1687	shm
3	1689	shm
871	1692	shm
820	1694	shm
1263	1697	shm
407	1704	shm
822	1705	shm
50	1716	shm
153	1718	shm
153	1721	shm
40	1724	shm
6	1734	shm
14	1735	shm
296	1736	shm
197	1738	shm
477	1739	shm
72	1742	shm
224	1744	shm
24	1747	shm
653	1749	shm
12	1758	shm
666	1761	shm
79	1763	shm
65	1772	shm
417	1773	shm
840	1774	shm
162	1777	shm
26	1781	shm
902	1785	shm
10	1788	shm
145	1789	shm
56	1793	shm
38	1794	shm
361	1797	shm
11	1808	shm
735	1809	shm
1965	1810	shm
18	1812	shm
29	1813	shm
208	1815	shm
28	1818	shm
258	1828	shm
65	1830	shm
1738	1834	shm
291	1835	shm
892	1839	shm
768	1840	shm
840	1842	shm
2108	1847	shm
16	1848	shm
1279	1850	shm
133	1851	shm
2	1852	shm
10	1857	shm
589	1858	shm
187	1860	shm
1	1868	shm
11	1869	shm
1164	1875	shm
16	1877	shm
1140	1879	shm
240	1883	shm
1506	1886	shm
313	1888	shm
217	1894	shm
196	1895	shm
666	1907	shm
221	1909	shm
14	1914	shm
80	1915	shm
10	1934	shm
610	1937	shm
65	1938	shm
10	1943	shm
902	1945	shm
162	1946	shm
24	1947	shm
18	1949	shm
6	1951	shm
28	1953	shm
68	1954	shm
75	1955	shm
1109	1956	shm
1056	1958	shm
18	1959	shm
197	1963	shm
546	1965	shm
981	1968	shm
66	1974	shm
1177	1977	shm
481	1981	shm
84	1983	shm
841	1984	shm
965	1992	shm
14	1993	shm
594	1994	shm
1260	1996	shm
1743	1999	shm
214	2000	shm
24	2003	shm
1858	2005	shm
1706	2006	shm
784	2009	shm
3	2012	shm
2103	2016	shm
1486	2019	shm
139	2024	shm
164	2030	shm
373	2033	shm
34	2035	shm
4	2036	shm
957	2039	shm
1113	2040	shm
608	2045	shm
162	2048	shm
528	2057	shm
30	2060	shm
46	2064	shm
713	2065	shm
1247	2066	shm
35	2069	shm
957	2072	shm
1152	2073	shm
1013	2075	shm
68	2077	shm
546	2079	shm
1442	2082	shm
80	2087	shm
93	2088	shm
639	2093	shm
72	2098	shm
558	2104	shm
296	2105	shm
577	2106	shm
57	2107	shm
1339	2109	shm
291	2112	shm
598	2115	shm
256	2116	shm
1822	2117	shm
2020	2121	shm
1105	2122	shm
162	2123	shm
544	2124	shm
