from	to	interaction
808	1421	shm
357	1423	shm
875	1426	shm
1649	1430	shm
185	1431	shm
184	1432	shm
311	1435	shm
1355	1437	shm
1279	1439	shm
170	1441	shm
4	1445	shm
280	1446	shm
1100	1449	shm
185	1452	shm
113	1454	shm
234	1456	shm
1000	1460	shm
276	1464	shm
422	1465	shm
1615	1468	shm
560	1472	shm
1279	1476	shm
590	1477	shm
571	1480	shm
531	1481	shm
431	1482	shm
280	1484	shm
137	1485	shm
425	1489	shm
59	1493	shm
586	1497	shm
560	1500	shm
892	1504	shm
356	1508	shm
624	1509	shm
170	1520	shm
1466	1528	shm
389	1530	shm
51	1535	shm
254	1541	shm
225	1545	shm
785	1548	shm
883	1552	shm
547	1553	shm
130	1559	shm
387	1565	shm
485	1566	shm
37	1567	shm
137	1568	shm
287	1574	shm
1630	1578	shm
292	1579	shm
583	1583	shm
1025	1584	shm
1741	1585	shm
324	1586	shm
788	1590	shm
140	1592	shm
559	1594	shm
1087	1595	shm
197	1598	shm
477	1599	shm
340	1602	shm
272	1605	shm
64	1607	shm
1813	1613	shm
251	1617	shm
624	1626	shm
1399	1627	shm
1000	1628	shm
214	1630	shm
540	1634	shm
1311	1635	shm
1467	1636	shm
474	1638	shm
1807	1641	shm
445	1642	shm
266	1646	shm
266	1649	shm
402	1652	shm
786	1653	shm
1870	1654	shm
226	1659	shm
474	1663	shm
1300	1664	shm
14	1667	shm
333	1669	shm
906	1672	shm
24	1676	shm
53	1679	shm
1346	1680	shm
195	1684	shm
537	1688	shm
78	1690	shm
284	1693	shm
336	1700	shm
1514	1703	shm
433	1710	shm
348	1716	shm
161	1717	shm
1279	1723	shm
16	1724	shm
228	1726	shm
1728	1733	shm
349	1735	shm
204	1739	shm
391	1743	shm
904	1744	shm
586	1745	shm
177	1748	shm
498	1754	shm
123	1755	shm
1340	1757	shm
299	1761	shm
951	1765	shm
630	1766	shm
1805	1768	shm
263	1773	shm
1439	1783	shm
336	1784	shm
1752	1788	shm
483	1792	shm
638	1800	shm
46	1808	shm
385	1813	shm
387	1814	shm
334	1820	shm
1409	1828	shm
470	1835	shm
1741	1837	shm
1945	1838	shm
364	1841	shm
485	1843	shm
142	1847	shm
498	1848	shm
156	1852	shm
308	1866	shm
1144	1868	shm
75	1871	shm
303	1876	shm
292	1879	shm
433	1885	shm
754	1887	shm
1870	1894	shm
621	1897	shm
82	1907	shm
336	1911	shm
265	1915	shm
1228	1921	shm
225	1923	shm
470	1932	shm
2000	1938	shm
652	1944	shm
315	1952	shm
364	1955	shm
85	1956	shm
268	1962	shm
225	1969	shm
709	1974	shm
1624	1985	shm
13	1986	shm
134	1988	shm
1700	1991	shm
649	1992	shm
72	1999	shm
1807	2001	shm
317	2004	shm
