from	to	interaction
980	1047	shm
36	556	shm
105	700	shm
1	919	shm
1	1097	shm
273	829	shm
1128	849	shm
1128	875	shm
117	861	shm
157	671	shm
56	649	shm
711	987	shm
711	1102	shm
1114	637	shm
1114	737	shm
1015	944	shm
103	397	shm
103	760	shm
103	1129	shm
486	803	shm
337	1059	shm
481	1174	shm
473	245	shm
11	544	shm
33	622	shm
33	693	shm
502	994	shm
365	616	shm
363	390	shm
363	549	shm
390	752	shm
61	183	shm
61	413	shm
61	1051	shm
183	579	shm
183	663	shm
183	691	shm
413	998	shm
1051	663	shm
130	459	shm
258	607	shm
258	834	shm
1194	854	shm
854	1222	shm
1194	1192	shm
1194	1222	shm
1177	1198	shm
333	828	shm
514	792	shm
114	702	shm
702	571	shm
726	977	shm
585	1191	shm
3	599	shm
15	553	shm
15	685	shm
15	1076	shm
312	891	shm
115	1150	shm
195	452	shm
195	903	shm
195	1178	shm
903	764	shm
355	808	shm
358	1113	shm
2	908	shm
313	826	shm
315	438	shm
438	716	shm
438	1132	shm
522	1003	shm
850	1136	shm
276	1154	shm
560	1092	shm
21	918	shm
515	403	shm
399	581	shm
581	858	shm
209	636	shm
209	797	shm
127	990	shm
329	806	shm
1151	956	shm
406	552	shm
406	962	shm
406	1157	shm
1157	718	shm
1144	904	shm
389	733	shm
511	831	shm
193	978	shm
526	781	shm
526	981	shm
18	947	shm
18	1122	shm
381	150	shm
150	1168	shm
372	677	shm
381	938	shm
442	627	shm
166	647	shm
250	1173	shm
492	892	shm
13	780	shm
13	879	shm
491	563	shm
563	857	shm
1055	961	shm
75	907	shm
75	1066	shm
282	952	shm
282	1012	shm
460	564	shm
120	1110	shm
87	325	shm
87	634	shm
1166	87	shm
634	728	shm
1140	653	shm
1211	653	shm
1211	1140	shm
407	898	shm
243	738	shm
243	1212	shm
93	644	shm
93	866	shm
93	930	shm
1123	356	shm
356	1142	shm
128	1202	shm
171	519	shm
171	582	shm
495	546	shm
495	929	shm
495	1002	shm
1002	769	shm
174	856	shm
240	688	shm
240	715	shm
240	1024	shm
926	179	shm
402	1081	shm
373	364	shm
364	767	shm
364	1131	shm
373	767	shm
373	1131	shm
271	583	shm
271	1137	shm
583	840	shm
88	1117	shm
154	1036	shm
201	443	shm
443	639	shm
443	1135	shm
1135	1124	shm
182	1000	shm
182	1039	shm
182	1193	shm
1039	689	shm
1039	965	shm
496	1031	shm
107	709	shm
340	725	shm
340	953	shm
845	750	shm
28	788	shm
28	913	shm
28	1126	shm
465	1064	shm
131	872	shm
779	1217	shm
