from	to	interaction
359	2810	shm
393	2812	shm
1313	2814	shm
453	2815	shm
129	2821	shm
147	2827	shm
185	2828	shm
698	2829	shm
406	2835	shm
197	2844	shm
1159	2847	shm
30	2850	shm
2676	2851	shm
360	2852	shm
20	2853	shm
11	2855	shm
739	2860	shm
823	2861	shm
303	2871	shm
994	2878	shm
1077	2883	shm
1338	2884	shm
289	2885	shm
342	2888	shm
7	2893	shm
156	2894	shm
4	2895	shm
2828	2899	shm
1112	2900	shm
110	2902	shm
947	2903	shm
2456	2907	shm
210	2908	shm
219	2910	shm
271	2911	shm
143	2912	shm
519	2921	shm
294	2924	shm
36	2925	shm
23	2926	shm
483	2927	shm
