from	to	interaction
39	26	shm
1673	92	shm
138	167	shm
1989	182	shm
1948	461	shm
1649	502	shm
682	620	shm
138	688	shm
1119	695	shm
1046	969	shm
1	1217	shm
100	1239	shm
1118	1248	shm
239	1304	shm
79	1306	shm
9	1308	shm
214	1313	shm
594	1319	shm
1	1321	shm
408	1323	shm
406	1334	shm
234	1335	shm
581	1347	shm
1059	1348	shm
27	1349	shm
1198	1352	shm
9	1353	shm
50	1355	shm
892	1358	shm
346	1360	shm
1137	1361	shm
206	1367	shm
671	1377	shm
1164	1379	shm
424	1385	shm
95	1386	shm
107	1394	shm
46	1397	shm
236	1404	shm
29	1406	shm
1	1409	shm
938	1412	shm
582	1413	shm
467	1414	shm
18	1415	shm
373	1416	shm
206	1420	shm
184	1423	shm
51	1424	shm
437	1425	shm
617	1426	shm
386	1427	shm
185	1430	shm
470	1432	shm
453	1440	shm
246	1442	shm
1010	1444	shm
73	1445	shm
34	1449	shm
1	1454	shm
414	1460	shm
136	1467	shm
371	1468	shm
206	1474	shm
21	1476	shm
91	1479	shm
20	1484	shm
16	1489	shm
133	1493	shm
9	1495	shm
20	1502	shm
19	1505	shm
145	1506	shm
423	1509	shm
310	1512	shm
962	1521	shm
486	1530	shm
1059	1532	shm
316	1536	shm
407	1544	shm
92	1547	shm
82	1549	shm
3	1550	shm
569	1555	shm
392	1556	shm
313	1568	shm
188	1578	shm
1068	1581	shm
360	1583	shm
713	1584	shm
676	1588	shm
506	1591	shm
202	1596	shm
2008	1598	shm
177	1600	shm
19	1601	shm
300	1603	shm
189	1607	shm
622	1618	shm
59	1628	shm
101	1630	shm
1249	1635	shm
305	1637	shm
129	1638	shm
282	1640	shm
102	1641	shm
112	1644	shm
828	1646	shm
168	1650	shm
621	1651	shm
27	1652	shm
479	1654	shm
1284	1662	shm
437	1664	shm
34	1665	shm
192	1666	shm
1	1669	shm
661	1674	shm
1573	1686	shm
544	1687	shm
57	1690	shm
607	1692	shm
805	1694	shm
1856	1695	shm
3	1700	shm
835	1713	shm
1693	1714	shm
561	1717	shm
36	1723	shm
1148	1727	shm
1	1729	shm
35	1731	shm
35	1732	shm
23	1733	shm
688	1737	shm
163	1751	shm
821	1755	shm
1067	1758	shm
239	1762	shm
192	1766	shm
1368	1768	shm
51	1769	shm
386	1770	shm
33	1773	shm
225	1774	shm
4	1776	shm
39	1777	shm
361	1782	shm
142	1783	shm
280	1801	shm
142	1811	shm
1018	1813	shm
1137	1814	shm
23	1821	shm
119	1823	shm
669	1832	shm
160	1833	shm
27	1837	shm
243	1843	shm
594	1844	shm
9	1845	shm
329	1850	shm
931	1851	shm
255	1853	shm
56	1859	shm
721	1865	shm
248	1875	shm
414	1876	shm
66	1877	shm
1078	1878	shm
684	1882	shm
834	1887	shm
536	1889	shm
676	1891	shm
240	1893	shm
536	1897	shm
328	1901	shm
184	1903	shm
754	1907	shm
440	1910	shm
939	1911	shm
1183	1912	shm
255	1916	shm
578	1920	shm
729	1923	shm
1012	1924	shm
804	1925	shm
136	1929	shm
26	1932	shm
61	1935	shm
743	1938	shm
101	1942	shm
960	1944	shm
43	1945	shm
1137	1946	shm
289	1949	shm
19	1950	shm
141	1954	shm
802	1955	shm
526	1957	shm
18	1960	shm
196	1961	shm
1273	1966	shm
808	1967	shm
666	1970	shm
372	1976	shm
27	1979	shm
1451	1980	shm
329	1986	shm
550	1991	shm
382	1994	shm
36	1996	shm
1202	1999	shm
78	2000	shm
1086	2001	shm
692	2005	shm
163	2007	shm
1202	2008	shm
384	2009	shm
26	2010	shm
82	2012	shm
36	2014	shm
92	2015	shm
429	2019	shm
595	2023	shm
1021	2028	shm
26	2036	shm
26	2038	shm
360	2039	shm
636	2043	shm
73	2045	shm
322	2049	shm
66	2050	shm
425	2052	shm
1127	2056	shm
1895	2057	shm
84	2059	shm
1273	2062	shm
356	2063	shm
51	2071	shm
