from	to	interaction
129	2422	shm
2762	2423	shm
503	2432	shm
1720	2433	shm
2800	2435	shm
767	2440	shm
1070	2446	shm
853	2450	shm
590	2452	shm
813	2453	shm
1494	2455	shm
383	2458	shm
488	2460	shm
1474	2463	shm
2842	2465	shm
518	2467	shm
916	2468	shm
1344	2471	shm
1710	2481	shm
750	2484	shm
1	2486	shm
1107	2487	shm
1037	2490	shm
1677	2491	shm
1138	2493	shm
635	2494	shm
902	2495	shm
204	2498	shm
260	2500	shm
434	2504	shm
796	2510	shm
776	2511	shm
59	2512	shm
908	2514	shm
280	2519	shm
398	2523	shm
2551	2524	shm
582	2525	shm
1214	2528	shm
2813	2530	shm
547	2531	shm
30	2533	shm
1676	2538	shm
651	2546	shm
2803	2551	shm
675	2552	shm
702	2554	shm
3	2560	shm
547	2575	shm
107	2577	shm
366	2579	shm
226	2580	shm
267	2581	shm
505	2584	shm
182	2585	shm
926	2594	shm
850	2600	shm
1117	2602	shm
1549	2605	shm
2285	2606	shm
618	2610	shm
215	2615	shm
674	2617	shm
560	2619	shm
94	2624	shm
1310	2626	shm
557	2632	shm
1556	2634	shm
1661	2641	shm
1733	2646	shm
523	2648	shm
89	2651	shm
1417	2652	shm
1653	2657	shm
1485	2659	shm
1092	2662	shm
2761	2664	shm
915	2670	shm
476	2674	shm
458	2680	shm
766	2682	shm
80	2686	shm
14	2687	shm
1646	2688	shm
1682	2695	shm
1	2701	shm
1510	2702	shm
108	2703	shm
249	2707	shm
50	2709	shm
103	2714	shm
1679	2716	shm
1880	2734	shm
288	2739	shm
161	2742	shm
1658	2744	shm
73	2746	shm
193	2750	shm
76	2751	shm
254	2754	shm
795	2758	shm
252	2760	shm
437	2767	shm
295	2770	shm
480	2775	shm
197	2777	shm
2094	2778	shm
546	2779	shm
5	2781	shm
874	2786	shm
634	2793	shm
2545	2795	shm
555	2796	shm
44	2797	shm
2747	2805	shm
1546	2807	shm
2551	2809	shm
183	2811	shm
217	2814	shm
658	2828	shm
15	2830	shm
1562	2835	shm
220	2837	shm
912	2838	shm
2173	2839	shm
505	2847	shm
658	2852	shm
647	2858	shm
750	2861	shm
908	2866	shm
1061	2867	shm
258	2868	shm
703	2869	shm
646	2870	shm
34	2873	shm
1689	2874	shm
398	2876	shm
621	2877	shm
1405	2883	shm
334	2885	shm
103	2893	shm
1165	2894	shm
2704	2896	shm
334	2897	shm
801	2898	shm
120	2901	shm
1316	2903	shm
332	2906	shm
728	2907	shm
1313	2915	shm
1405	2919	shm
1	2920	shm
1696	2924	shm
