from	to	interaction
1920	131	shm
10	374	shm
10	393	shm
1214	422	shm
886	533	shm
1959	571	shm
10	602	shm
913	637	shm
698	665	shm
913	737	shm
913	799	shm
913	847	shm
913	862	shm
913	875	shm
1944	883	shm
47	1223	shm
993	1340	shm
1337	1357	shm
542	1360	shm
740	1371	shm
89	1373	shm
602	1382	shm
399	1394	shm
1165	1462	shm
577	1464	shm
116	1469	shm
1344	1471	shm
1193	1478	shm
43	1482	shm
102	1495	shm
1214	1501	shm
315	1507	shm
1107	1508	shm
1913	1510	shm
3	1515	shm
786	1520	shm
659	1523	shm
776	1525	shm
99	1526	shm
6	1531	shm
12	1532	shm
306	1534	shm
43	1535	shm
6	1539	shm
243	1541	shm
185	1546	shm
6	1547	shm
561	1550	shm
230	1552	shm
14	1555	shm
1160	1556	shm
161	1557	shm
450	1564	shm
491	1574	shm
27	1578	shm
465	1579	shm
1385	1584	shm
347	1589	shm
309	1590	shm
379	1592	shm
1092	1594	shm
1056	1595	shm
14	1599	shm
149	1602	shm
695	1603	shm
13	1604	shm
12	1605	shm
788	1616	shm
1127	1619	shm
258	1624	shm
767	1627	shm
1271	1628	shm
44	1635	shm
10	1636	shm
32	1644	shm
10	1646	shm
155	1650	shm
1200	1655	shm
1149	1658	shm
659	1663	shm
32	1664	shm
490	1666	shm
9	1667	shm
299	1675	shm
788	1677	shm
633	1680	shm
145	1683	shm
147	1684	shm
240	1692	shm
5	1693	shm
3	1697	shm
198	1698	shm
1081	1699	shm
153	1703	shm
41	1714	shm
66	1719	shm
737	1720	shm
69	1722	shm
66	1724	shm
1022	1728	shm
92	1729	shm
962	1731	shm
446	1735	shm
110	1737	shm
3	1738	shm
91	1739	shm
151	1742	shm
684	1747	shm
949	1751	shm
703	1755	shm
7	1757	shm
51	1760	shm
94	1765	shm
179	1767	shm
179	1769	shm
28	1771	shm
639	1774	shm
98	1781	shm
1061	1782	shm
6	1788	shm
1304	1790	shm
184	1792	shm
709	1793	shm
369	1799	shm
740	1800	shm
12	1805	shm
323	1808	shm
818	1814	shm
599	1815	shm
714	1816	shm
372	1818	shm
1362	1819	shm
443	1820	shm
12	1822	shm
49	1828	shm
593	1829	shm
338	1838	shm
815	1840	shm
25	1841	shm
840	1844	shm
131	1845	shm
92	1847	shm
154	1849	shm
66	1850	shm
692	1851	shm
6	1859	shm
640	1869	shm
578	1870	shm
101	1876	shm
85	1878	shm
105	1879	shm
6	1883	shm
26	1885	shm
231	1891	shm
959	1896	shm
98	1898	shm
1214	1903	shm
216	1906	shm
32	1907	shm
59	1908	shm
1262	1910	shm
1051	1911	shm
764	1912	shm
658	1914	shm
993	1917	shm
1120	1918	shm
299	1919	shm
337	1924	shm
12	1925	shm
10	1927	shm
1049	1928	shm
1399	1929	shm
597	1930	shm
1357	1933	shm
527	1938	shm
91	1942	shm
141	1946	shm
231	1948	shm
1411	1953	shm
1061	1958	shm
998	1961	shm
1107	1979	shm
294	1983	shm
777	1986	shm
1332	1987	shm
431	1992	shm
375	1993	shm
387	1994	shm
383	1996	shm
10	2002	shm
18	2003	shm
3	2005	shm
1093	2008	shm
299	2009	shm
49	2013	shm
268	2014	shm
591	2016	shm
437	2025	shm
16	2032	shm
495	2033	shm
2038	2034	shm
633	2036	shm
47	2042	shm
44	2043	shm
797	2044	shm
904	2045	shm
659	2053	shm
37	2056	shm
1185	2057	shm
63	2059	shm
87	2064	shm
659	2071	shm
139	2072	shm
427	2074	shm
59	2076	shm
268	2077	shm
133	2080	shm
1042	2086	shm
815	2089	shm
638	2095	shm
1365	2096	shm
54	2099	shm
49	2102	shm
14	2106	shm
781	2112	shm
1218	2117	shm
433	2120	shm
116	2123	shm
5	2128	shm
285	2131	shm
850	2133	shm
995	2136	shm
1248	2138	shm
1092	2143	shm
3	2149	shm
2190	2150	shm
262	2151	shm
176	2154	shm
308	2157	shm
69	2159	shm
675	2163	shm
260	2167	shm
161	2169	shm
374	2171	shm
1031	2173	shm
18	2175	shm
773	2184	shm
137	2192	shm
3	2196	shm
487	2198	shm
50	2202	shm
1053	2207	shm
1259	2209	shm
231	2215	shm
7	2217	shm
32	2219	shm
1925	2220	shm
1877	2221	shm
225	2224	shm
821	2233	shm
555	2244	shm
175	2250	shm
327	2252	shm
388	2255	shm
14	2258	shm
846	2260	shm
1255	2263	shm
444	2264	shm
868	2266	shm
812	2271	shm
133	2272	shm
4	2276	shm
196	2282	shm
28	2284	shm
3	2285	shm
85	2286	shm
309	2287	shm
740	2294	shm
309	2298	shm
10	2303	shm
1262	2307	shm
247	2308	shm
1255	2309	shm
145	2311	shm
3	2313	shm
309	2325	shm
920	2326	shm
23	2331	shm
103	2332	shm
650	2334	shm
436	2335	shm
