from	to	interaction
855	163	shm
825	635	shm
783	67	shm
894	363	shm
730	731	shm
723	138	shm
2	145	shm
2	59	shm
779	36	shm
864	959	shm
754	28	shm
745	726	shm
885	95	shm
373	872	shm
848	177	shm
727	541	shm
114	767	shm
719	231	shm
683	394	shm
815	315	shm
887	956	shm
721	746	shm
957	842	shm
698	279	shm
694	204	shm
870	125	shm
710	633	shm
953	11	shm
612	62	shm
424	612	shm
785	687	shm
923	24	shm
566	267	shm
619	608	shm
230	57	shm
788	124	shm
897	305	shm
857	201	shm
229	712	shm
508	365	shm
705	846	shm
680	260	shm
131	22	shm
771	184	shm
764	503	shm
830	933	shm
292	943	shm
473	388	shm
826	834	shm
35	833	shm
936	780	shm
795	221	shm
909	476	shm
692	119	shm
816	17	shm
791	192	shm
903	192	shm
791	903	shm
883	171	shm
942	171	shm
942	883	shm
930	383	shm
724	43	shm
411	209	shm
134	821	shm
714	276	shm
884	94	shm
844	657	shm
738	147	shm
799	147	shm
877	147	shm
799	738	shm
877	738	shm
799	877	shm
756	407	shm
419	904	shm
408	747	shm
793	451	shm
278	263	shm
321	438	shm
786	545	shm
939	545	shm
939	786	shm
344	107	shm
689	149	shm
400	5	shm
873	5	shm
415	217	shm
217	483	shm
217	860	shm
483	400	shm
483	873	shm
108	528	shm
818	679	shm
679	940	shm
818	940	shm
874	259	shm
900	51	shm
113	681	shm
950	38	shm
866	715	shm
627	93	shm
763	15	shm
52	151	shm
52	236	shm
52	763	shm
728	812	shm
740	613	shm
618	797	shm
634	539	shm
547	296	shm
660	296	shm
660	547	shm
739	470	shm
918	847	shm
895	913	shm
850	356	shm
