from	to	interaction
401	35	shm
758	199	shm
597	396	shm
124	502	shm
125	565	shm
125	732	shm
367	690	shm
728	367	shm
729	367	shm
743	367	shm
690	406	shm
163	406	shm
575	690	shm
729	728	shm
77	728	shm
729	743	shm
554	729	shm
148	743	shm
148	77	shm
77	575	shm
554	148	shm
588	148	shm
621	148	shm
575	163	shm
554	588	shm
554	602	shm
554	621	shm
621	602	shm
507	5	shm
218	776	shm
498	23	shm
498	744	shm
432	337	shm
192	2	shm
411	3	shm
411	192	shm
717	438	shm
38	722	shm
722	702	shm
638	287	shm
647	108	shm
402	556	shm
402	391	shm
428	111	shm
716	533	shm
622	129	shm
633	129	shm
746	129	shm
633	622	shm
622	746	shm
633	746	shm
673	300	shm
612	453	shm
771	781	shm
733	349	shm
735	349	shm
740	356	shm
561	267	shm
712	267	shm
60	691	shm
254	143	shm
653	143	shm
446	254	shm
446	653	shm
652	517	shm
736	517	shm
652	736	shm
770	8	shm
311	750	shm
678	613	shm
643	90	shm
643	335	shm
466	234	shm
706	466	shm
706	537	shm
467	449	shm
551	467	shm
524	513	shm
513	551	shm
524	551	shm
762	524	shm
91	6	shm
440	91	shm
150	0	shm
0	440	shm
1	28	shm
84	1	shm
1	333	shm
1	482	shm
42	10	shm
440	42	shm
84	625	shm
84	718	shm
440	84	shm
431	117	shm
150	152	shm
152	601	shm
414	294	shm
333	767	shm
440	414	shm
625	482	shm
482	767	shm
767	677	shm
604	393	shm
231	385	shm
231	601	shm
440	231	shm
290	309	shm
385	290	shm
601	309	shm
483	763	shm
763	609	shm
610	292	shm
174	748	shm
455	606	shm
563	266	shm
400	731	shm
682	457	shm
680	323	shm
692	323	shm
680	692	shm
777	281	shm
289	21	shm
321	21	shm
133	164	shm
133	454	shm
164	289	shm
164	321	shm
672	289	shm
454	321	shm
377	37	shm
160	203	shm
203	377	shm
377	539	shm
766	568	shm
747	240	shm
567	116	shm
484	4	shm
558	310	shm
667	532	shm
20	521	shm
471	36	shm
439	765	shm
715	149	shm
581	134	shm
669	272	shm
348	332	shm
623	648	shm
772	475	shm
662	410	shm
538	511	shm
511	662	shm
102	177	shm
599	102	shm
547	172	shm
628	172	shm
219	178	shm
412	516	shm
516	451	shm
503	99	shm
497	615	shm
674	223	shm
339	114	shm
552	271	shm
738	158	shm
510	315	shm
562	327	shm
572	327	shm
760	327	shm
572	760	shm
13	701	shm
187	146	shm
681	146	shm
364	187	shm
579	364	shm
616	364	shm
364	681	shm
695	364	shm
739	364	shm
579	695	shm
739	579	shm
739	695	shm
549	262	shm
699	527	shm
749	409	shm
324	737	shm
500	55	shm
248	474	shm
683	110	shm
197	629	shm
317	646	shm
29	582	shm
29	670	shm
548	600	shm
769	238	shm
112	583	shm
22	586	shm
778	773	shm
18	632	shm
190	707	shm
352	12	shm
650	352	shm
50	752	shm
496	121	shm
540	437	shm
573	437	shm
540	573	shm
40	658	shm
470	14	shm
590	14	shm
641	14	shm
595	470	shm
671	470	shm
595	590	shm
641	590	shm
671	590	shm
595	641	shm
671	595	shm
671	641	shm
288	639	shm
679	363	shm
587	379	shm
379	626	shm
619	31	shm
100	589	shm
53	592	shm
580	585	shm
569	351	shm
350	191	shm
754	350	shm
546	142	shm
420	54	shm
753	54	shm
705	383	shm
274	591	shm
727	761	shm
