from	to	interaction
340	233	shm
233	635	shm
340	793	shm
340	875	shm
212	340	shm
793	635	shm
975	875	shm
732	875	shm
732	975	shm
212	304	shm
212	68	shm
910	169	shm
1	169	shm
438	91	shm
732	438	shm
8	970	shm
689	556	shm
904	556	shm
990	556	shm
581	556	shm
689	904	shm
990	689	shm
152	689	shm
935	689	shm
990	904	shm
3	904	shm
255	904	shm
855	990	shm
27	469	shm
179	716	shm
716	27	shm
808	408	shm
955	408	shm
808	955	shm
212	808	shm
792	415	shm
732	415	shm
765	415	shm
732	792	shm
765	792	shm
661	303	shm
781	661	shm
732	124	shm
179	145	shm
705	562	shm
27	907	shm
152	3	shm
3	231	shm
3	565	shm
688	3	shm
757	3	shm
3	581	shm
424	152	shm
795	152	shm
231	278	shm
695	231	shm
910	278	shm
732	336	shm
424	695	shm
424	757	shm
855	424	shm
424	935	shm
780	674	shm
855	688	shm
795	688	shm
757	255	shm
530	780	shm
8	855	shm
449	544	shm
449	708	shm
212	449	shm
544	743	shm
823	544	shm
910	708	shm
530	708	shm
743	799	shm
915	743	shm
915	799	shm
212	823	shm
787	55	shm
732	55	shm
732	787	shm
679	575	shm
1009	881	shm
557	881	shm
732	1009	shm
400	177	shm
177	762	shm
179	177	shm
400	1017	shm
910	400	shm
705	400	shm
888	400	shm
1017	762	shm
179	762	shm
492	129	shm
783	492	shm
967	492	shm
910	297	shm
333	297	shm
357	583	shm
726	357	shm
732	357	shm
583	580	shm
968	598	shm
583	598	shm
528	621	shm
732	968	shm
303	429	shm
359	429	shm
732	726	shm
820	343	shm
820	790	shm
820	849	shm
732	820	shm
216	759	shm
732	759	shm
976	364	shm
252	976	shm
919	528	shm
732	528	shm
732	919	shm
212	915	shm
915	204	shm
1	101	shm
902	475	shm
933	475	shm
902	933	shm
212	902	shm
314	238	shm
238	645	shm
314	707	shm
732	314	shm
707	645	shm
790	343	shm
849	343	shm
705	343	shm
790	849	shm
705	790	shm
705	849	shm
795	117	shm
117	673	shm
625	8	shm
732	625	shm
8	795	shm
692	471	shm
471	912	shm
303	692	shm
359	692	shm
7	58	shm
7	259	shm
476	7	shm
783	7	shm
58	79	shm
58	202	shm
861	58	shm
851	79	shm
681	208	shm
333	252	shm
515	328	shm
783	328	shm
1005	419	shm
783	419	shm
8	681	shm
333	810	shm
476	851	shm
783	851	shm
861	941	shm
476	861	shm
783	861	shm
783	941	shm
1	1005	shm
303	533	shm
359	533	shm
910	636	shm
993	636	shm
8	636	shm
985	636	shm
910	690	shm
993	690	shm
732	690	shm
985	690	shm
910	993	shm
732	910	shm
910	985	shm
910	624	shm
732	993	shm
993	985	shm
732	557	shm
303	629	shm
303	359	shm
303	574	shm
