from	to	interaction
25	1699	shm
25	1858	shm
35	735	shm
35	1000	shm
35	1244	shm
35	1478	shm
39	828	shm
39	1599	shm
39	1672	shm
39	1739	shm
39	1844	shm
39	1956	shm
735	1858	shm
1858	828	shm
828	1888	shm
918	1844	shm
1000	1672	shm
1091	1989	shm
1404	1339	shm
1478	1699	shm
1844	1483	shm
1747	732	shm
529	1068	shm
529	1711	shm
751	1470	shm
878	1645	shm
1348	1617	shm
564	1368	shm
904	1676	shm
688	1861	shm
798	1509	shm
7	1927	shm
7	238	shm
7	447	shm
7	466	shm
7	684	shm
7	891	shm
7	1101	shm
7	1181	shm
7	1209	shm
7	1293	shm
7	1359	shm
7	1379	shm
7	1417	shm
7	1512	shm
7	1536	shm
7	1730	shm
7	1818	shm
7	1837	shm
7	1887	shm
7	69	shm
40	792	shm
40	1014	shm
447	1146	shm
447	1194	shm
447	1586	shm
447	1717	shm
684	1146	shm
684	1695	shm
891	1754	shm
1209	1035	shm
1818	1035	shm
1890	1035	shm
1181	1281	shm
1181	1529	shm
1181	1572	shm
1181	1695	shm
1359	1194	shm
1818	1194	shm
1209	1890	shm
1818	1281	shm
1417	1296	shm
1503	1296	shm
1730	1296	shm
1818	1296	shm
1359	1572	shm
1754	1488	shm
1818	1488	shm
1503	1572	shm
1730	1503	shm
1818	1503	shm
1730	1572	shm
1818	1572	shm
1818	1754	shm
137	273	shm
137	1145	shm
137	1621	shm
137	1912	shm
273	489	shm
69	687	shm
283	1226	shm
464	1233	shm
552	1079	shm
1079	1396	shm
835	8	shm
8	1031	shm
8	1082	shm
8	1728	shm
8	1930	shm
835	1222	shm
222	1377	shm
222	1449	shm
689	987	shm
59	1257	shm
59	1552	shm
59	1918	shm
1552	1936	shm
454	1725	shm
174	454	shm
174	976	shm
593	969	shm
593	1314	shm
593	1898	shm
739	1329	shm
144	1384	shm
11	594	shm
11	757	shm
11	1122	shm
11	1183	shm
11	1710	shm
11	1766	shm
761	1282	shm
888	761	shm
1282	1827	shm
888	1282	shm
335	1805	shm
335	1870	shm
170	335	shm
854	1816	shm
170	854	shm
1102	1892	shm
170	1102	shm
888	1812	shm
1388	1962	shm
634	1434	shm
634	1686	shm
634	358	shm
634	865	shm
41	786	shm
41	1697	shm
41	1865	shm
786	1112	shm
1865	1112	shm
1865	1172	shm
1284	1604	shm
142	1001	shm
74	1025	shm
74	1158	shm
498	197	shm
498	1117	shm
1166	498	shm
498	1900	shm
805	1942	shm
645	874	shm
874	1455	shm
884	1193	shm
884	1514	shm
1990	1592	shm
1990	1714	shm
367	1680	shm
548	561	shm
548	1151	shm
548	1408	shm
1151	1373	shm
1408	1615	shm
666	1037	shm
666	1603	shm
1066	1774	shm
1436	1224	shm
1436	1431	shm
1436	1757	shm
1026	1140	shm
388	385	shm
388	1072	shm
938	1579	shm
255	1161	shm
107	1056	shm
107	1562	shm
81	1609	shm
81	1663	shm
81	1825	shm
461	795	shm
177	1059	shm
369	1024	shm
369	1530	shm
66	984	shm
1630	1519	shm
1630	1798	shm
23	1004	shm
23	1223	shm
23	1385	shm
23	1506	shm
649	1134	shm
649	1627	shm
556	1779	shm
1779	942	shm
556	1279	shm
556	1351	shm
942	1848	shm
1351	1405	shm
1351	1848	shm
1848	1405	shm
1361	1797	shm
554	1899	shm
270	1186	shm
777	512	shm
512	1659	shm
512	1929	shm
186	1594	shm
578	1745	shm
357	1023	shm
1023	1666	shm
721	1217	shm
352	1940	shm
1178	1923	shm
93	89	shm
544	93	shm
93	1202	shm
93	1748	shm
544	158	shm
478	1515	shm
324	1474	shm
842	110	shm
110	1564	shm
842	303	shm
303	1744	shm
842	1286	shm
767	1007	shm
767	1330	shm
641	138	shm
138	710	shm
138	1104	shm
597	1646	shm
179	941	shm
179	1289	shm
179	664	shm
941	911	shm
941	1852	shm
1289	1716	shm
1289	1852	shm
664	911	shm
664	1716	shm
664	1910	shm
911	1852	shm
1716	1852	shm
1910	1852	shm
160	1180	shm
463	1499	shm
535	55	shm
92	1425	shm
535	1247	shm
1830	1565	shm
20	1093	shm
20	1690	shm
1435	747	shm
747	2006	shm
1435	1492	shm
76	1454	shm
76	1905	shm
947	802	shm
802	1838	shm
947	1491	shm
1491	1838	shm
103	1650	shm
103	1083	shm
491	584	shm
97	1493	shm
97	2013	shm
251	97	shm
753	1493	shm
1109	1493	shm
1109	2013	shm
84	16	shm
16	183	shm
16	226	shm
16	251	shm
16	1077	shm
16	1179	shm
16	1255	shm
16	1468	shm
16	1568	shm
16	1807	shm
84	419	shm
84	1277	shm
183	753	shm
183	991	shm
183	1020	shm
1277	183	shm
183	1540	shm
183	1752	shm
419	226	shm
226	753	shm
226	1028	shm
226	1109	shm
251	633	shm
251	1109	shm
1020	990	shm
1568	990	shm
1468	1016	shm
1568	1020	shm
1109	1416	shm
31	569	shm
31	979	shm
31	1005	shm
31	1030	shm
31	1154	shm
31	1358	shm
31	1647	shm
946	1633	shm
1911	993	shm
816	1928	shm
286	998	shm
846	1081	shm
29	1096	shm
29	1785	shm
29	1941	shm
36	239	shm
36	1245	shm
1785	36	shm
239	997	shm
1245	1045	shm
176	1128	shm
176	1847	shm
866	871	shm
1979	86	shm
379	1828	shm
163	1027	shm
163	1679	shm
77	1571	shm
77	1976	shm
470	1723	shm
625	1605	shm
245	853	shm
1914	1796	shm
211	1894	shm
297	1614	shm
1461	1982	shm
132	1320	shm
132	1577	shm
132	1674	shm
132	1849	shm
366	1376	shm
366	1791	shm
855	826	shm
855	1262	shm
1263	1628	shm
371	1221	shm
371	1687	shm
308	1200	shm
1155	3	shm
3	75	shm
3	94	shm
3	109	shm
3	317	shm
3	417	shm
3	570	shm
3	590	shm
3	600	shm
3	944	shm
3	1169	shm
3	1353	shm
3	1390	shm
3	1629	shm
3	1635	shm
3	1857	shm
3	1882	shm
3	2003	shm
75	234	shm
75	1702	shm
75	1924	shm
94	1484	shm
109	1469	shm
234	1063	shm
234	1171	shm
234	1208	shm
234	1267	shm
234	1413	shm
317	1136	shm
317	1280	shm
417	1335	shm
570	961	shm
570	1267	shm
570	1321	shm
570	1335	shm
570	1469	shm
570	1809	shm
570	1915	shm
590	677	shm
590	961	shm
590	1136	shm
600	1160	shm
600	1267	shm
600	1364	shm
600	1447	shm
600	1590	shm
656	1397	shm
656	1665	shm
677	1192	shm
944	1067	shm
944	1364	shm
944	1413	shm
944	1463	shm
944	1516	shm
944	1924	shm
961	1192	shm
961	1447	shm
961	1516	shm
2003	1063	shm
1855	1067	shm
2003	1067	shm
1809	1192	shm
1590	1317	shm
1855	1317	shm
2003	1317	shm
1413	1321	shm
2003	1463	shm
1855	1590	shm
2003	1590	shm
2003	1855	shm
2003	1915	shm
48	1788	shm
565	1842	shm
565	1955	shm
72	1549	shm
72	1756	shm
1756	1018	shm
1549	1971	shm
10	790	shm
10	962	shm
10	1057	shm
10	1288	shm
10	1312	shm
10	1382	shm
10	1497	shm
10	1854	shm
389	1409	shm
613	882	shm
815	1878	shm
284	1190	shm
362	1135	shm
362	1673	shm
1673	1344	shm
49	1182	shm
49	1265	shm
49	1518	shm
898	1485	shm
124	980	shm
124	1138	shm
345	1954	shm
91	1022	shm
91	1520	shm
800	1920	shm
1821	1820	shm
1821	1949	shm
356	1297	shm
356	1741	shm
356	1806	shm
522	1074	shm
78	1305	shm
78	1755	shm
704	887	shm
275	1737	shm
591	1295	shm
1961	1770	shm
1794	1127	shm
114	1869	shm
1736	1832	shm
244	989	shm
1429	1058	shm
410	651	shm
926	996	shm
166	1486	shm
302	1453	shm
731	1721	shm
804	1049	shm
804	1123	shm
804	1943	shm
1381	1653	shm
1381	1701	shm
1366	859	shm
1366	1907	shm
1366	1947	shm
1315	793	shm
909	1873	shm
675	1547	shm
199	1118	shm
840	1243	shm
145	1817	shm
806	1933	shm
1216	1176	shm
511	1465	shm
511	1553	shm
511	2004	shm
168	1012	shm
168	1303	shm
168	1371	shm
168	1682	shm
168	1790	shm
193	1006	shm
193	1853	shm
193	2016	shm
583	1159	shm
583	1738	shm
696	1724	shm
141	1814	shm
799	1070	shm
799	1378	shm
469	912	shm
469	1521	shm
506	1839	shm
508	1215	shm
427	1029	shm
427	1087	shm
532	994	shm
12	403	shm
12	1370	shm
12	1411	shm
12	2012	shm
12	310	shm
12	1270	shm
310	1504	shm
15	1386	shm
15	1573	shm
15	1778	shm
305	1740	shm
1241	986	shm
106	1252	shm
106	1307	shm
558	1229	shm
1952	1444	shm
441	1772	shm
818	1932	shm
82	1974	shm
789	1700	shm
1836	1318	shm
632	1044	shm
249	1823	shm
801	1076	shm
395	1048	shm
772	1210	shm
287	1019	shm
416	1338	shm
56	1501	shm
56	1569	shm
56	1862	shm
485	159	shm
159	1897	shm
220	1250	shm
408	1908	shm
265	1119	shm
501	1708	shm
913	1978	shm
79	83	shm
79	921	shm
79	1387	shm
79	1415	shm
79	1477	shm
1415	1306	shm
1415	1555	shm
1477	1555	shm
930	1926	shm
516	1648	shm
1201	1228	shm
1201	1259	shm
386	1551	shm
386	1881	shm
221	1251	shm
1904	221	shm
504	1602	shm
405	1084	shm
850	1204	shm
850	1324	shm
850	1767	shm
1438	1143	shm
705	1877	shm
823	1050	shm
152	1199	shm
936	1105	shm
248	4	shm
4	559	shm
4	148	shm
4	319	shm
4	495	shm
4	1139	shm
4	1249	shm
4	1256	shm
4	1331	shm
4	1510	shm
4	1542	shm
4	1550	shm
4	1709	shm
4	1884	shm
4	1995	shm
4	2015	shm
319	1985	shm
1510	1003	shm
2014	1475	shm
184	1167	shm
860	1231	shm
1231	1424	shm
113	1238	shm
113	1310	shm
1608	482	shm
130	1789	shm
368	1213	shm
368	1412	shm
264	1189	shm
264	1903	shm
1903	1015	shm
219	1075	shm
219	1443	shm
1580	1891	shm
640	1667	shm
640	1769	shm
429	2002	shm
402	1304	shm
57	1131	shm
57	1768	shm
353	1132	shm
353	1211	shm
189	1174	shm
189	1763	shm
188	224	shm
224	1593	shm
68	1177	shm
68	1718	shm
344	1242	shm
102	1108	shm
102	1658	shm
102	1980	shm
102	1993	shm
483	1464	shm
483	1490	shm
483	1671	shm
483	1683	shm
1616	1357	shm
1616	1380	shm
398	985	shm
327	51	shm
51	1558	shm
51	1587	shm
51	1860	shm
327	814	shm
327	1137	shm
327	1163	shm
327	1487	shm
1164	71	shm
71	1422	shm
71	1970	shm
6	763	shm
6	949	shm
6	1099	shm
6	1489	shm
6	1681	shm
6	1749	shm
6	1885	shm
6	1916	shm
18	1285	shm
18	1670	shm
18	1689	shm
949	1095	shm
1065	1078	shm
598	1301	shm
694	1271	shm
697	1355	shm
360	1694	shm
933	1999	shm
125	1966	shm
541	1846	shm
5	592	shm
5	692	shm
5	964	shm
5	967	shm
5	968	shm
5	1032	shm
5	1036	shm
5	1313	shm
5	1427	shm
5	1476	shm
5	1640	shm
5	1703	shm
5	1742	shm
5	1804	shm
5	1866	shm
5	1889	shm
320	201	shm
592	965	shm
592	973	shm
964	965	shm
964	966	shm
968	965	shm
181	981	shm
181	1508	shm
808	1234	shm
808	2009	shm
350	1500	shm
350	1998	shm
585	1619	shm
1440	13	shm
13	430	shm
13	1002	shm
13	1473	shm
13	1639	shm
13	1669	shm
13	1765	shm
13	1948	shm
430	1375	shm
430	1513	shm
652	187	shm
187	1152	shm
187	1588	shm
247	24	shm
247	98	shm
279	1991	shm
1935	1874	shm
788	975	shm
1698	1867	shm
1957	1195	shm
375	1567	shm
896	1527	shm
165	1582	shm
503	1517	shm
1712	1100	shm
192	1419	shm
886	1575	shm
486	1598	shm
267	1824	shm
117	1734	shm
730	1129	shm
907	1537	shm
754	1061	shm
296	1706	shm
452	1219	shm
779	1298	shm
1494	1261	shm
293	1834	shm
293	1850	shm
392	1114	shm
547	682	shm
682	1539	shm
502	1042	shm
709	1197	shm
64	577	shm
64	1046	shm
577	1554	shm
1046	1554	shm
277	1987	shm
326	1661	shm
1350	1052	shm
473	1677	shm
228	1764	shm
572	1719	shm
341	1872	shm
115	856	shm
527	1060	shm
414	1248	shm
831	60	shm
626	1851	shm
639	1570	shm
665	1246	shm
714	1856	shm
263	1149	shm
263	1237	shm
263	1815	shm
274	1466	shm
274	1777	shm
229	1958	shm
