from	to	interaction
916	318	shm
916	423	shm
916	1637	shm
629	573	shm
1684	879	shm
879	1393	shm
519	1835	shm
1092	1585	shm
571	1264	shm
868	1688	shm
44	1641	shm
1607	1919	shm
1983	1302	shm
728	1793	shm
381	1801	shm
660	1743	shm
22	607	shm
22	722	shm
22	817	shm
22	1039	shm
22	1290	shm
22	1333	shm
22	1389	shm
22	1707	shm
136	515	shm
136	706	shm
136	1340	shm
136	1544	shm
136	1786	shm
515	1456	shm
722	1733	shm
1039	1184	shm
1733	1184	shm
748	1597	shm
745	1395	shm
1406	157	shm
146	1287	shm
146	1563	shm
337	2008	shm
943	1760	shm
182	1232	shm
281	1841	shm
472	1047	shm
545	1613	shm
1994	1300	shm
390	1402	shm
1402	1207	shm
1402	1479	shm
673	157	shm
157	1291	shm
673	769	shm
769	1086	shm
785	1596	shm
215	1735	shm
336	1090	shm
336	1332	shm
336	1343	shm
218	1652	shm
218	1831	shm
509	1230	shm
872	1685	shm
1762	1746	shm
1762	562	shm
1762	1235	shm
1762	1457	shm
477	37	shm
45	1021	shm
45	1428	shm
45	1964	shm
338	1148	shm
43	1258	shm
43	1260	shm
574	1278	shm
63	812	shm
63	1775	shm
63	1937	shm
1157	537	shm
596	1157	shm
1157	852	shm
9	156	shm
9	1276	shm
9	1326	shm
9	1352	shm
9	1901	shm
9	1668	shm
630	1365	shm
207	1325	shm
207	1963	shm
32	309	shm
32	1642	shm
32	1906	shm
309	1212	shm
309	1726	shm
1726	1678	shm
922	1064	shm
540	1967	shm
893	458	shm
200	1548	shm
128	1773	shm
380	764	shm
260	1253	shm
1969	1651	shm
147	1147	shm
147	1480	shm
121	995	shm
121	1423	shm
253	50	shm
171	1931	shm
171	2007	shm
171	2010	shm
253	171	shm
253	254	shm
253	1538	shm
14	1799	shm
14	959	shm
14	1041	shm
14	1165	shm
14	1236	shm
14	1274	shm
14	1498	shm
14	1511	shm
14	1826	shm
14	1833	shm
1871	14	shm
26	1776	shm
26	1840	shm
26	1367	shm
65	1758	shm
1360	65	shm
62	1913	shm
301	1578	shm
301	1973	shm
112	1111	shm
34	21	shm
21	1130	shm
1254	21	shm
21	1354	shm
21	1432	shm
21	1560	shm
21	2011	shm
30	1038	shm
1254	30	shm
30	1879	shm
34	1533	shm
700	1450	shm
1612	700	shm
178	1722	shm
205	1543	shm
191	1319	shm
661	1583	shm
661	1875	shm
225	1394	shm
225	1622	shm
1356	1420	shm
1356	1649	shm
1356	1751	shm
58	858	shm
58	1162	shm
58	1784	shm
58	1822	shm
858	1984	shm
671	1951	shm
671	2005	shm
698	1945	shm
241	1116	shm
1299	421	shm
19	1203	shm
19	1535	shm
19	1950	shm
27	19	shm
27	1170	shm
787	1946	shm
126	1034	shm
546	1121	shm
2	733	shm
2	693	shm
2	610	shm
0	2	shm
610	90	shm
150	0	shm
0	972	shm
0	988	shm
444	1792	shm
499	1472	shm
1	932	shm
1	945	shm
1	999	shm
1	1187	shm
1	1559	shm
38	1	shm
42	1	shm
17	982	shm
17	1391	shm
17	1574	shm
425	17	shm
1451	1187	shm
38	1727	shm
246	167	shm
38	42	shm
38	167	shm
480	38	shm
38	1451	shm
38	1992	shm
42	1451	shm
42	1992	shm
425	1880	shm
1557	1934	shm
557	1156	shm
1938	557	shm
608	1693	shm
637	1294	shm
195	575	shm
195	1323	shm
195	1400	shm
195	1859	shm
195	1863	shm
195	2001	shm
575	1795	shm
1795	1399	shm
47	857	shm
47	1462	shm
47	1657	shm
47	1988	shm
1988	1845	shm
35	25	shm
25	39	shm
25	918	shm
25	1644	shm
