from	to	interaction
1740	1584	shm
1740	1836	shm
448	1317	shm
581	1441	shm
125	1810	shm
487	887	shm
487	1758	shm
1278	725	shm
1278	854	shm
877	1103	shm
1278	877	shm
1278	1026	shm
1438	1026	shm
1278	1438	shm
1278	1475	shm
1278	1722	shm
1278	1782	shm
1438	1782	shm
69	228	shm
69	816	shm
69	1151	shm
69	1342	shm
69	1805	shm
228	445	shm
228	696	shm
228	1681	shm
1151	445	shm
445	1427	shm
816	696	shm
696	1427	shm
816	1285	shm
816	1899	shm
816	1986	shm
1342	1104	shm
1151	1829	shm
1151	1953	shm
1151	1986	shm
1805	1285	shm
1986	1427	shm
1805	1829	shm
1986	1953	shm
1468	665	shm
1468	1366	shm
420	270	shm
187	1184	shm
1969	728	shm
48	479	shm
48	1562	shm
187	495	shm
420	187	shm
218	1908	shm
479	1844	shm
495	1313	shm
527	1510	shm
678	1657	shm
801	1051	shm
420	801	shm
1051	1198	shm
1051	1958	shm
1918	1490	shm
420	1918	shm
728	1697	shm
1979	1159	shm
420	1979	shm
272	1268	shm
949	1149	shm
175	857	shm
175	1025	shm
654	1276	shm
654	1388	shm
1388	1092	shm
511	1157	shm
882	1551	shm
1808	246	shm
246	1230	shm
161	1170	shm
891	1503	shm
1396	1737	shm
182	1216	shm
595	1137	shm
595	1873	shm
122	1246	shm
122	1754	shm
75	1631	shm
75	1746	shm
1746	664	shm
1746	1830	shm
163	1729	shm
1579	1688	shm
1579	1718	shm
1718	1688	shm
296	1972	shm
701	1019	shm
701	1660	shm
713	1027	shm
313	1197	shm
313	1344	shm
1576	1105	shm
1576	1210	shm
1576	1523	shm
1014	1442	shm
1014	1975	shm
54	1014	shm
1975	1442	shm
1350	1442	shm
1350	1975	shm
238	1102	shm
238	1124	shm
238	1379	shm
247	1755	shm
240	932	shm
240	1933	shm
54	591	shm
54	1021	shm
54	1350	shm
54	1447	shm
54	1745	shm
54	1883	shm
54	561	shm
54	862	shm
54	404	shm
591	1690	shm
591	1989	shm
591	619	shm
591	1223	shm
1586	1021	shm
1350	1383	shm
1350	1989	shm
1350	1136	shm
1350	1852	shm
1350	1223	shm
1586	1690	shm
561	619	shm
561	985	shm
561	1136	shm
561	1291	shm
619	1231	shm
619	1852	shm
669	1207	shm
1207	1726	shm
404	1223	shm
848	1047	shm
31	1588	shm
1588	1325	shm
1588	1343	shm
1962	1974	shm
1588	1962	shm
1588	1974	shm
1563	1839	shm
1563	1905	shm
279	744	shm
279	898	shm
279	1445	shm
279	1483	shm
1445	981	shm
1483	981	shm
267	1140	shm
267	1961	shm
443	1097	shm
443	1148	shm
443	1371	shm
743	1064	shm
451	1759	shm
336	679	shm
273	900	shm
273	1183	shm
1450	273	shm
1450	1833	shm
1450	1903	shm
395	998	shm
395	1361	shm
151	1120	shm
1624	1655	shm
807	1420	shm
1781	333	shm
333	1819	shm
864	609	shm
609	872	shm
864	863	shm
864	866	shm
1781	864	shm
866	872	shm
297	1163	shm
297	1387	shm
207	995	shm
207	1295	shm
119	826	shm
119	1617	shm
347	1715	shm
969	212	shm
462	1888	shm
100	1473	shm
519	1334	shm
1561	1971	shm
802	979	shm
802	1912	shm
280	966	shm
280	1219	shm
1869	1653	shm
1869	1893	shm
287	1939	shm
358	1941	shm
1408	1827	shm
1410	1934	shm
89	425	shm
67	89	shm
425	1454	shm
44	1121	shm
322	1203	shm
322	308	shm
322	343	shm
322	1042	shm
308	1203	shm
438	429	shm
438	1394	shm
438	1533	shm
308	343	shm
308	1042	shm
343	1042	shm
707	1372	shm
707	1390	shm
67	974	shm
220	719	shm
158	918	shm
158	1860	shm
325	213	shm
213	629	shm
213	1629	shm
629	1765	shm
1629	1577	shm
1629	1765	shm
332	1668	shm
1646	514	shm
620	157	shm
335	542	shm
335	620	shm
335	972	shm
335	1699	shm
335	1783	shm
335	1910	shm
620	1896	shm
1699	1990	shm
50	1033	shm
50	1156	shm
50	1322	shm
50	1534	shm
476	1040	shm
476	1598	shm
497	1320	shm
497	1753	shm
497	1847	shm
1322	1168	shm
1472	1377	shm
419	675	shm
567	1235	shm
196	1337	shm
196	1597	shm
388	980	shm
388	1529	shm
72	24	shm
