from	to	interaction
24	27	shm
24	1938	shm
27	652	shm
1938	652	shm
118	777	shm
118	1850	shm
259	1005	shm
437	1249	shm
437	92	shm
1249	1498	shm
369	7	shm
7	1082	shm
355	1507	shm
302	1015	shm
302	1875	shm
302	250	shm
1015	1616	shm
250	1616	shm
602	975	shm
532	752	shm
532	1338	shm
532	1399	shm
532	1818	shm
1913	1043	shm
577	1495	shm
1495	1428	shm
166	475	shm
166	578	shm
805	1426	shm
686	798	shm
686	1348	shm
798	1348	shm
482	1791	shm
750	1301	shm
750	1659	shm
680	1013	shm
680	1142	shm
1075	1728	shm
1075	1777	shm
1777	1728	shm
183	1431	shm
1823	1809	shm
477	1785	shm
169	1086	shm
169	1519	shm
1086	1594	shm
1779	1776	shm
871	868	shm
871	1106	shm
694	943	shm
131	881	shm
1240	1890	shm
147	1643	shm
1375	1392	shm
1695	658	shm
1773	1762	shm
1607	720	shm
779	896	shm
779	1572	shm
779	1607	shm
853	509	shm
500	1599	shm
1402	954	shm
149	1030	shm
599	1797	shm
110	904	shm
589	1476	shm
480	880	shm
530	1480	shm
1614	1467	shm
1614	1480	shm
1553	894	shm
1639	1992	shm
38	78	shm
1099	1448	shm
499	1141	shm
499	1401	shm
446	1489	shm
446	1559	shm
172	1314	shm
172	1701	shm
217	884	shm
217	1079	shm
217	1115	shm
217	1907	shm
363	726	shm
363	1212	shm
363	1840	shm
363	1954	shm
1731	1855	shm
0	1549	shm
88	375	shm
88	933	shm
190	1771	shm
1549	190	shm
211	1045	shm
211	1548	shm
1549	211	shm
375	667	shm
963	1283	shm
1549	963	shm
1284	965	shm
1549	965	shm
1288	1045	shm
1549	1283	shm
1549	1284	shm
1288	1771	shm
1549	1288	shm
1549	1911	shm
1861	326	shm
345	1248	shm
188	927	shm
188	1154	shm
927	1417	shm
449	977	shm
449	1521	shm
95	1206	shm
1	1119	shm
25	1501	shm
33	1554	shm
200	984	shm
541	1872	shm
26	588	shm
26	1046	shm
26	1542	shm
275	945	shm
275	1463	shm
875	1649	shm
1208	1636	shm
316	2003	shm
174	1730	shm
529	465	shm
650	529	shm
529	1259	shm
529	1391	shm
559	1471	shm
559	1499	shm
549	1654	shm
1795	549	shm
1620	1413	shm
99	753	shm
753	1128	shm
753	1886	shm
130	867	shm
20	1023	shm
64	1570	shm
227	1001	shm
227	1725	shm
243	1647	shm
423	35	shm
160	1011	shm
160	1224	shm
160	1716	shm
413	1006	shm
413	1175	shm
1224	1324	shm
356	1422	shm
574	1370	shm
574	1039	shm
657	906	shm
657	2004	shm
3	310	shm
3	1308	shm
3	1444	shm
310	1041	shm
310	1434	shm
307	1865	shm
348	930	shm
348	1734	shm
1734	1279	shm
271	936	shm
252	1257	shm
271	991	shm
271	1604	shm
233	1455	shm
473	653	shm
473	1637	shm
473	1662	shm
1662	914	shm
1882	964	shm
1882	1067	shm
264	43	shm
43	1160	shm
43	1233	shm
264	614	shm
264	869	shm
264	1914	shm
184	1150	shm
184	1430	shm
184	1451	shm
288	434	shm
288	983	shm
221	1155	shm
939	481	shm
481	1691	shm
481	1901	shm
939	1292	shm
939	1461	shm
939	1677	shm
939	180	shm
939	341	shm
939	1693	shm
939	1736	shm
1292	1901	shm
1292	1736	shm
1292	1739	shm
1461	1691	shm
1461	1009	shm
180	290	shm
180	1347	shm
180	1739	shm
341	1009	shm
1693	1736	shm
295	468	shm
468	1293	shm
950	890	shm
1764	890	shm
950	1764	shm
944	1134	shm
613	1355	shm
427	903	shm
903	1743	shm
793	993	shm
531	660	shm
253	1540	shm
1857	1929	shm
651	1943	shm
1854	1222	shm
755	576	shm
576	1101	shm
576	1775	shm
755	1676	shm
1676	1775	shm
9	1360	shm
9	1618	shm
539	1341	shm
539	1633	shm
539	704	shm
787	1589	shm
1365	1129	shm
708	1973	shm
210	1921	shm
90	1965	shm
235	1363	shm
199	1504	shm
390	1742	shm
644	1358	shm
1717	1684	shm
632	1271	shm
733	1345	shm
1465	733	shm
1527	1345	shm
1345	1679	shm
1465	1527	shm
1527	1679	shm
384	608	shm
384	1812	shm
1812	1612	shm
430	1481	shm
1481	978	shm
1162	1333	shm
1804	1162	shm
1767	1333	shm
1804	1333	shm
1751	1787	shm
1804	1767	shm
436	789	shm
953	1185	shm
953	1414	shm
1414	1185	shm
120	1037	shm
120	1543	shm
120	1665	shm
120	1672	shm
80	367	shm
80	873	shm
367	795	shm
334	1017	shm
339	1601	shm
74	942	shm
74	1870	shm
585	1496	shm
585	1744	shm
304	1605	shm
1195	1384	shm
712	1932	shm
286	858	shm
286	1573	shm
167	1622	shm
191	1374	shm
191	1950	shm
1950	1733	shm
428	1003	shm
1167	1674	shm
315	1133	shm
315	1680	shm
315	1768	shm
1680	1876	shm
508	1712	shm
548	1165	shm
1165	1522	shm
621	990	shm
621	1656	shm
990	1260	shm
990	1925	shm
1260	1925	shm
455	1077	shm
455	1536	shm
1077	1500	shm
512	1029	shm
512	1385	shm
1506	1100	shm
114	960	shm
444	1641	shm
1641	1250	shm
13	370	shm
13	612	shm
13	1666	shm
93	1264	shm
93	1346	shm
81	829	shm
81	1906	shm
829	912	shm
1906	912	shm
52	1678	shm
706	987	shm
706	1835	shm
1835	1761	shm
799	1926	shm
59	1780	shm
112	1044	shm
112	1453	shm
575	1858	shm
255	1173	shm
255	1297	shm
249	938	shm
1158	76	shm
76	1546	shm
1158	1196	shm
1158	1409	shm
28	1917	shm
1153	1815	shm
234	1321	shm
234	1826	shm
533	1556	shm
533	1707	shm
533	1789	shm
533	1811	shm
323	1139	shm
323	1192	shm
323	1585	shm
1139	1272	shm
1192	1272	shm
1585	1272	shm
843	1174	shm
96	1942	shm
412	935	shm
999	1340	shm
999	1459	shm
999	1627	shm
794	967	shm
794	1531	shm
794	1792	shm
580	490	shm
580	723	shm
723	1376	shm
723	1909	shm
2	1435	shm
368	1619	shm
23	1145	shm
23	1675	shm
260	1091	shm
260	1263	shm
1513	1702	shm
17	655	shm
780	1282	shm
400	846	shm
400	1443	shm
846	1166	shm
1166	1686	shm
1166	1927	shm
1443	1469	shm
1443	1686	shm
1443	1927	shm
1469	1686	shm
1927	1686	shm
570	1479	shm
893	1493	shm
893	1615	shm
1243	1255	shm
1711	1243	shm
1711	1255	shm
382	885	shm
1446	382	shm
105	1778	shm
168	506	shm
137	1412	shm
137	1423	shm
137	1704	shm
137	2001	shm
1423	1698	shm
1423	1936	shm
2001	1698	shm
1704	1936	shm
2001	1936	shm
474	1247	shm
1512	838	shm
386	915	shm
386	1564	shm
386	1813	shm
314	1951	shm
1994	314	shm
71	1049	shm
45	71	shm
45	398	shm
45	1061	shm
45	1299	shm
45	1807	shm
71	162	shm
71	773	shm
71	973	shm
71	1318	shm
71	1998	shm
398	162	shm
162	1024	shm
398	1034	shm
1807	773	shm
1299	973	shm
1034	1024	shm
1299	1024	shm
1024	1328	shm
1024	1583	shm
1299	1034	shm
1034	1328	shm
1034	1583	shm
1299	1328	shm
1299	1583	shm
1299	1663	shm
1807	1328	shm
1807	1583	shm
283	1692	shm
432	1709	shm
432	1884	shm
146	791	shm
146	1996	shm
791	1032	shm
905	1671	shm
106	955	shm
626	1763	shm
520	1228	shm
520	626	shm
626	317	shm
1038	1335	shm
1539	414	shm
1339	1756	shm
648	1991	shm
1999	1937	shm
139	1591	shm
623	1508	shm
623	1625	shm
1053	1331	shm
329	1254	shm
642	825	shm
642	1735	shm
515	1085	shm
1724	1895	shm
992	1415	shm
1600	1169	shm
1012	594	shm
804	1814	shm
261	1395	shm
261	1439	shm
1864	1353	shm
108	740	shm
148	1008	shm
405	1560	shm
405	1902	shm
262	1772	shm
603	1062	shm
1310	1634	shm
203	1262	shm
203	1738	shm
291	236	shm
291	401	shm
291	1578	shm
291	1878	shm
312	627	shm
312	1319	shm
312	1357	shm
401	1651	shm
424	1357	shm
424	1488	shm
1111	469	shm
469	1834	shm
469	1931	shm
560	1193	shm
833	1117	shm
1834	833	shm
1727	1732	shm
1518	598	shm
82	1757	shm
82	1871	shm
1638	1080	shm
1557	1456	shm
141	916	shm
141	1846	shm
371	1359	shm
697	1494	shm
1403	1298	shm
1983	1298	shm
1403	1369	shm
1983	1369	shm
1403	1786	shm
1983	1403	shm
1983	1786	shm
1127	1898	shm
155	1261	shm
155	1851	shm
63	1352	shm
63	1606	shm
129	989	shm
129	1558	shm
989	895	shm
464	1110	shm
4	1069	shm
4	1897	shm
637	1799	shm
37	1180	shm
484	861	shm
484	897	shm
484	1565	shm
484	1842	shm
85	1485	shm
85	1980	shm
1485	1881	shm
144	1545	shm
136	224	shm
136	735	shm
136	1215	shm
136	1484	shm
136	1567	shm
224	656	shm
224	952	shm
224	1300	shm
224	1544	shm
224	1922	shm
224	1968	shm
546	783	shm
1074	546	shm
546	1182	shm
546	1552	shm
1567	656	shm
735	952	shm
783	1330	shm
952	1327	shm
1074	1187	shm
1182	1130	shm
1330	1130	shm
1138	1968	shm
1182	1281	shm
1182	1330	shm
186	902	shm
186	1474	shm
1623	957	shm
1984	957	shm
1623	1984	shm
844	1081	shm
784	1547	shm
5	1270	shm
522	1708	shm
194	1683	shm
1683	1315	shm
109	1382	shm
109	1752	shm
1752	639	shm
1238	1364	shm
558	1593	shm
421	1464	shm
771	1574	shm
538	1202	shm
225	1658	shm
1398	1626	shm
192	1125	shm
767	1205	shm
775	1568	shm
775	1832	shm
471	1963	shm
742	1822	shm
223	1131	shm
223	1274	shm
223	1880	shm
714	1068	shm
785	1199	shm
785	1652	shm
681	1211	shm
1466	1635	shm
15	1089	shm
15	1723	shm
265	874	shm
265	1645	shm
265	1648	shm
874	1425	shm
1648	1429	shm
133	1178	shm
133	1987	shm
306	997	shm
159	709	shm
159	1397	shm
204	1287	shm
248	1010	shm
248	1470	shm
121	703	shm
121	1956	shm
121	1978	shm
1816	961	shm
1952	961	shm
1956	961	shm
1978	961	shm
1956	1816	shm
1978	1816	shm
1978	1952	shm
452	1491	shm
1806	1028	shm
1806	1640	shm
1806	2000	shm
571	638	shm
582	1582	shm
84	1955	shm
1143	925	shm
1143	1306	shm
1143	1867	shm
782	909	shm
909	1885	shm
909	1966	shm
766	1497	shm
1386	948	shm
1673	1060	shm
1007	924	shm
924	1351	shm
1007	1161	shm
1007	1351	shm
1007	1997	shm
73	1052	shm
1889	397	shm
176	1056	shm
176	1747	shm
920	1245	shm
408	1825	shm
536	1687	shm
298	1760	shm
189	931	shm
189	1964	shm
276	1817	shm
10	1460	shm
10	1482	shm
460	1073	shm
1769	1694	shm
12	1985	shm
1985	1090	shm
517	1323	shm
463	1550	shm
593	937	shm
772	1774	shm
467	928	shm
467	1065	shm
142	645	shm
47	1126	shm
222	889	shm
254	1078	shm
254	1118	shm
1515	1458	shm
1070	1084	shm
1305	982	shm
583	1713	shm
145	1916	shm
926	1595	shm
466	757	shm
466	1076	shm
466	1714	shm
466	1866	shm
757	811	shm
757	941	shm
757	1020	shm
757	1312	shm
811	1020	shm
811	1575	shm
1866	811	shm
1714	941	shm
1076	1020	shm
1237	1020	shm
1076	1237	shm
1076	1312	shm
1076	1575	shm
1076	1703	shm
1237	1575	shm
1866	1237	shm
1312	1575	shm
1714	1703	shm
79	892	shm
1227	1393	shm
1227	1920	shm
60	968	shm
1404	60	shm
1970	266	shm
1970	1132	shm
209	1275	shm
77	544	shm
77	1107	shm
77	1689	shm
1944	77	shm
1944	1837	shm
58	1181	shm
58	1492	shm
36	1566	shm
615	1502	shm
489	1354	shm
1354	1436	shm
