from	to	interaction
548	1842	shm
548	2646	shm
548	3008	shm
1384	1631	shm
899	3559	shm
96	3143	shm
334	2113	shm
369	1695	shm
369	2917	shm
369	3055	shm
369	3541	shm
409	2700	shm
28	90	shm
28	1424	shm
28	2702	shm
28	3291	shm
28	1711	shm
90	1805	shm
90	2377	shm
90	3155	shm
1805	3115	shm
137	2644	shm
137	3236	shm
736	2389	shm
12	736	shm
3153	2389	shm
12	1065	shm
12	1072	shm
12	1967	shm
12	2337	shm
12	2386	shm
12	2400	shm
12	2471	shm
12	2697	shm
12	3153	shm
12	3157	shm
12	3170	shm
12	3351	shm
159	1501	shm
1072	1806	shm
3157	1806	shm
2386	2356	shm
135	112	shm
1688	112	shm
135	1409	shm
135	3303	shm
40	1067	shm
40	1665	shm
40	1870	shm
40	2475	shm
44	1220	shm
44	3137	shm
772	2170	shm
772	3099	shm
414	2363	shm
1165	2550	shm
435	1906	shm
435	3179	shm
464	2576	shm
464	3248	shm
464	3260	shm
995	1981	shm
995	2203	shm
1981	1686	shm
46	1080	shm
1391	46	shm
46	1435	shm
46	2268	shm
46	2708	shm
51	1022	shm
51	2351	shm
1391	88	shm
88	2149	shm
88	2900	shm
88	3210	shm
88	3460	shm
88	3583	shm
88	3515	shm
1022	2548	shm
1080	1724	shm
2441	1080	shm
1391	2441	shm
1391	2799	shm
1435	1724	shm
1724	2465	shm
2441	3210	shm
646	1567	shm
646	1847	shm
157	885	shm
157	2070	shm
555	1287	shm
555	1734	shm
1287	2531	shm
1734	2531	shm
295	1682	shm
295	2849	shm
201	1077	shm
201	1438	shm
675	2794	shm
1077	2530	shm
1438	2530	shm
2082	2755	shm
2082	3350	shm
2794	2754	shm
2754	3043	shm
2755	3350	shm
2794	3043	shm
368	2660	shm
368	3204	shm
80	368	shm
21	1209	shm
21	1482	shm
21	1931	shm
21	1952	shm
21	3367	shm
1209	1489	shm
1209	1493	shm
1931	3347	shm
2039	55	shm
545	2214	shm
2214	2159	shm
267	1775	shm
407	2012	shm
641	1580	shm
359	641	shm
3566	1580	shm
2012	2733	shm
965	1234	shm
213	2283	shm
213	3046	shm
359	213	shm
446	1345	shm
446	1651	shm
29	672	shm
29	1275	shm
29	1332	shm
29	1471	shm
29	1731	shm
29	1732	shm
29	2562	shm
29	2791	shm
29	3444	shm
1275	1837	shm
1275	2579	shm
1275	3259	shm
1275	3467	shm
1332	1865	shm
1471	1865	shm
1471	1902	shm
1471	2102	shm
1471	2579	shm
1731	2102	shm
1731	3467	shm
1865	1973	shm
1865	2369	shm
2579	2369	shm
3100	2369	shm
2579	3100	shm
127	3229	shm
94	687	shm
2315	111	shm
16	594	shm
16	654	shm
16	868	shm
1325	16	shm
16	1330	shm
16	1592	shm
16	1944	shm
16	2200	shm
16	2407	shm
16	2761	shm
16	2912	shm
16	3107	shm
16	3434	shm
467	2007	shm
467	2552	shm
594	501	shm
654	501	shm
501	1076	shm
501	1221	shm
501	2112	shm
501	2571	shm
591	2923	shm
591	2932	shm
591	3033	shm
591	3579	shm
594	688	shm
594	1431	shm
594	3148	shm
654	874	shm
654	1749	shm
654	2359	shm
654	3154	shm
868	688	shm
688	1076	shm
688	1263	shm
688	1411	shm
688	2460	shm
688	3094	shm
841	3535	shm
868	874	shm
868	1421	shm
868	2569	shm
868	3116	shm
874	1076	shm
874	1518	shm
1076	1971	shm
1076	2575	shm
