from	to	interaction
182	2810	shm
1409	2238	shm
1332	2325	shm
821	2072	shm
890	2351	shm
253	1939	shm
253	2753	shm
1055	2674	shm
365	2578	shm
717	1888	shm
1069	2445	shm
2219	2456	shm
646	404	shm
646	2857	shm
279	2518	shm
1166	2227	shm
1074	2259	shm
654	1074	shm
192	2261	shm
192	2749	shm
652	2519	shm
241	1960	shm
196	1514	shm
196	2312	shm
196	2776	shm
2131	2361	shm
2776	2292	shm
1213	2527	shm
331	2905	shm
778	1765	shm
778	2074	shm
1472	2768	shm
732	1337	shm
169	2012	shm
1279	2094	shm
228	2256	shm
75	2750	shm
80	2487	shm
784	1983	shm
467	1563	shm
619	2002	shm
779	2070	shm
779	2372	shm
1455	1919	shm
1729	2339	shm
1242	2877	shm
4	2035	shm
4	2780	shm
982	2646	shm
982	2803	shm
2150	1669	shm
6	2330	shm
6	2371	shm
859	2182	shm
191	2632	shm
1688	2873	shm
1338	2190	shm
820	1897	shm
1509	2701	shm
1657	2743	shm
2746	2804	shm
154	2362	shm
1038	2693	shm
195	2458	shm
170	2755	shm
15	1849	shm
775	2159	shm
775	2510	shm
543	2138	shm
543	2149	shm
1114	2855	shm
1547	2043	shm
868	2010	shm
2365	2051	shm
26	2336	shm
1528	1885	shm
625	2028	shm
700	2118	shm
107	1962	shm
107	2702	shm
702	2868	shm
219	2055	shm
219	2836	shm
348	2907	shm
100	1797	shm
100	2267	shm
1060	2001	shm
1060	2020	shm
1060	2866	shm
82	1992	shm
2761	2422	shm
911	2837	shm
487	1871	shm
487	2459	shm
1675	2537	shm
462	1768	shm
1670	2684	shm
1670	2723	shm
190	2508	shm
190	2699	shm
1701	2228	shm
2180	41	shm
113	2672	shm
113	2735	shm
1441	2152	shm
1604	2725	shm
1429	2752	shm
2	1719	shm
2	1790	shm
2	1980	shm
2	2559	shm
1719	2432	shm
444	2368	shm
2245	1805	shm
613	1848	shm
613	2274	shm
1097	1762	shm
1097	2021	shm
324	1834	shm
887	1880	shm
165	2783	shm
673	2616	shm
1732	2645	shm
1086	2045	shm
1086	2111	shm
2111	2308	shm
2111	2315	shm
433	328	shm
433	2503	shm
422	1844	shm
2799	2161	shm
2799	2434	shm
754	1874	shm
765	2681	shm
108	2297	shm
751	1770	shm
216	2813	shm
504	2583	shm
504	2846	shm
634	2493	shm
1319	1912	shm
436	2766	shm
2090	377	shm
377	2732	shm
552	2588	shm
701	1793	shm
701	2553	shm
1418	1845	shm
1192	2087	shm
694	1991	shm
724	1842	shm
724	2417	shm
481	2241	shm
1545	2806	shm
1540	2405	shm
1625	2379	shm
1022	2727	shm
145	2262	shm
651	2106	shm
2224	1890	shm
2224	1955	shm
1317	1351	shm
61	1906	shm
1410	2811	shm
521	1557	shm
559	2618	shm
1135	2273	shm
128	2421	shm
864	1853	shm
1284	1808	shm
1128	2042	shm
746	2322	shm
1998	1349	shm
1548	2604	shm
861	794	shm
794	2757	shm
861	2757	shm
2352	2069	shm
1028	1957	shm
1106	2486	shm
1632	2186	shm
983	2216	shm
465	959	shm
1021	2586	shm
1112	2311	shm
95	2215	shm
25	1922	shm
25	1969	shm
1788	209	shm
432	2515	shm
1513	1752	shm
800	2897	shm
1191	1878	shm
1191	2040	shm
2040	2113	shm
257	2867	shm
795	2509	shm
996	1196	shm
996	2606	shm
1668	2313	shm
2760	2663	shm
1709	2480	shm
2550	2523	shm
2802	2523	shm
2802	2550	shm
2550	2808	shm
2802	2808	shm
464	1966	shm
758	2102	shm
872	2736	shm
397	2222	shm
397	2522	shm
397	2875	shm
1275	2557	shm
475	2673	shm
852	2449	shm
1408	2590	shm
1220	2081	shm
126	2209	shm
2343	435	shm
1401	2720	shm
1626	2196	shm
1583	2801	shm
1561	2834	shm
17	1801	shm
127	2008	shm
127	2568	shm
2554	1760	shm
2554	1818	shm
623	2507	shm
623	2534	shm
1484	2658	shm
1310	1945	shm
5	2017	shm
621	1870	shm
1446	1857	shm
1479	1826	shm
1479	2488	shm
735	567	shm
601	2277	shm
735	2773	shm
115	2085	shm
140	2130	shm
554	2795	shm
590	2543	shm
258	1843	shm
698	452	shm
483	2250	shm
1303	2324	shm
21	1776	shm
27	1961	shm
323	2143	shm
1096	740	shm
740	2675	shm
1813	2748	shm
1555	2633	shm
2703	2895	shm
225	2579	shm
574	1866	shm
574	1921	shm
574	2096	shm
574	2318	shm
214	2614	shm
1620	2126	shm
67	1924	shm
1685	2765	shm
1199	2088	shm
72	1958	shm
72	1977	shm
72	2745	shm
1195	1802	shm
2446	2201	shm
482	2321	shm
2888	44	shm
44	2349	shm
1652	1942	shm
1652	2656	shm
606	2109	shm
606	2473	shm
2812	2529	shm
160	2170	shm
160	2741	shm
90	2360	shm
1497	879	shm
610	2797	shm
332	1754	shm
925	2593	shm
1010	2073	shm
2073	2298	shm
277	2009	shm
277	2364	shm
109	1915	shm
749	2483	shm
749	2860	shm
1269	2016	shm
1062	1787	shm
132	2384	shm
87	1836	shm
259	2499	shm
963	1889	shm
1648	1380	shm
546	2530	shm
546	2574	shm
1143	2110	shm
342	1864	shm
1493	2454	shm
33	2034	shm
33	2872	shm
419	2826	shm
461	1630	shm
221	1773	shm
2265	231	shm
921	2202	shm
1695	2923	shm
1091	2661	shm
587	2435	shm
1340	2195	shm
8	1892	shm
8	2018	shm
8	2240	shm
2619	2057	shm
1475	2597	shm
845	1913	shm
845	2396	shm
1186	2440	shm
251	2759	shm
1240	2913	shm
330	2323	shm
843	2179	shm
230	2639	shm
1198	2135	shm
381	2091	shm
381	2520	shm
1036	2489	shm
1136	2552	shm
1048	2740	shm
1048	2764	shm
1610	2249	shm
1610	2305	shm
1610	2615	shm
620	1900	shm
620	2876	shm
848	2331	shm
2847	669	shm
16	2344	shm
29	2532	shm
1702	2712	shm
900	1828	shm
647	1791	shm
647	2014	shm
1462	2788	shm
12	1778	shm
12	2192	shm
238	2505	shm
1526	2044	shm
13	2686	shm
233	2221	shm
434	2425	shm
35	1982	shm
1227	2145	shm
102	2165	shm
102	2713	shm
102	2892	shm
645	2869	shm
2707	2024	shm
14	1576	shm
14	2829	shm
564	1988	shm
421	2122	shm
1544	1956	shm
1544	2089	shm
1137	2492	shm
88	1994	shm
88	2650	shm
1948	1671	shm
2544	2794	shm
1175	1968	shm
1621	2309	shm
1664	1792	shm
1597	1949	shm
439	2198	shm
2333	202	shm
202	2465	shm
414	2317	shm
391	2861	shm
1384	2223	shm
1287	2093	shm
2093	2777	shm
2906	727	shm
1321	1775	shm
812	2452	shm
267	1917	shm
579	2301	shm
579	2635	shm
579	2667	shm
294	1850	shm
294	2210	shm
294	2296	shm
294	2769	shm
581	1806	shm
581	2524	shm
292	1899	shm
269	1772	shm
269	2437	shm
269	2722	shm
531	2133	shm
79	2685	shm
517	2466	shm
124	1833	shm
124	2790	shm
347	2495	shm
347	2654	shm
347	2807	shm
964	1975	shm
635	1918	shm
635	2549	shm
1009	2395	shm
1009	1081	shm
2395	1672	shm
1081	1672	shm
674	2551	shm
2407	2232	shm
248	2706	shm
106	2576	shm
32	1910	shm
1681	2694	shm
426	2217	shm
522	2647	shm
501	2252	shm
491	2291	shm
810	1940	shm
569	2031	shm
569	2392	shm
1665	1855	shm
2664	920	shm
40	2771	shm
643	1927	shm
1449	1216	shm
161	2357	shm
275	2099	shm
275	2430	shm
944	2531	shm
43	2796	shm
156	1923	shm
156	1925	shm
156	2283	shm
948	2105	shm
1281	2816	shm
1733	2164	shm
990	2848	shm
177	1758	shm
939	1950	shm
1089	1947	shm
382	1979	shm
382	2457	shm
539	1814	shm
2075	2212	shm
558	1847	shm
1847	2558	shm
1676	2490	shm
1400	2166	shm
855	2271	shm
20	1856	shm
20	2268	shm
1208	2120	shm
2120	1882	shm
2132	2300	shm
1605	2104	shm
23	1519	shm
23	1757	shm
23	2200	shm
23	2899	shm
2071	1260	shm
130	896	shm
291	2420	shm
1065	1934	shm
568	2739	shm
568	2912	shm
725	2369	shm
1579	2303	shm
2284	2605	shm
607	2871	shm
633	2137	shm
633	2792	shm
617	2609	shm
1645	2687	shm
1149	2023	shm
516	1976	shm
1469	2705	shm
260	2154	shm
502	2431	shm
692	2830	shm
265	488	shm
946	1634	shm
614	2062	shm
614	2345	shm
492	2342	shm
492	2501	shm
181	2254	shm
181	2584	shm
1312	2914	shm
1703	2514	shm
1226	2157	shm
318	1796	shm
318	2046	shm
873	2785	shm
86	2659	shm
1404	2918	shm
2918	1928	shm
2918	2882	shm
767	2290	shm
1580	1807	shm
1580	1867	shm
822	2408	shm
93	2623	shm
11	2197	shm
411	665	shm
411	2328	shm
2844	2415	shm
1126	2657	shm
479	2774	shm
1315	2902	shm
246	2385	shm
246	2082	shm
556	2631	shm
309	2060	shm
2482	1398	shm
1372	2621	shm
542	2153	shm
286	2354	shm
1453	2025	shm
637	2077	shm
589	2451	shm
853	1861	shm
987	2924	shm
288	987	shm
288	2194	shm
584	2789	shm
536	2084	shm
333	2884	shm
333	2896	shm
1285	2374	shm
1285	2478	shm
537	2332	shm
297	2443	shm
297	2540	shm
1026	1777	shm
2841	2464	shm
1537	1963	shm
1568	1973	shm
217	2406	shm
367	1989	shm
2100	1935	shm
2359	901	shm
901	2168	shm
901	2494	shm
0	1774	shm
0	1811	shm
0	1926	shm
0	2174	shm
0	2181	shm
0	2485	shm
0	2700	shm
0	2919	shm
47	2791	shm
1305	1693	shm
1305	2026	shm
84	125	shm
84	1840	shm
915	2203	shm
915	2467	shm
3	1959	shm
96	1898	shm
96	2628	shm
2468	2183	shm
1663	2911	shm
1663	2915	shm
49	2251	shm
49	2708	shm
1095	2187	shm
2187	1903	shm
122	2886	shm
1343	2470	shm
9	2688	shm
1641	1704	shm
1763	2036	shm
876	2172	shm
2172	2838	shm
1678	2715	shm
1295	2404	shm
533	2521	shm
1118	2163	shm
478	1904	shm
316	2226	shm
372	1627	shm
1868	372	shm
686	2123	shm
686	2589	shm
1556	1815	shm
289	2266	shm
289	2337	shm
203	1997	shm
203	2127	shm
203	2497	shm
728	2463	shm
1522	2326	shm
1662	1822	shm
1327	2854	shm
941	1879	shm
1879	2733	shm
1309	2625	shm
62	1786	shm
1318	2383	shm
42	2671	shm
42	2690	shm
42	2698	shm
893	2533	shm
224	2622	shm
1142	2737	shm
1656	2346	shm
849	2599	shm
1395	1954	shm
1187	2329	shm
147	2160	shm
2160	2231	shm
2784	1832	shm
2784	2225	shm
1104	2038	shm
2824	1795	shm
2824	2257	shm
2394	699	shm
229	2248	shm
640	1607	shm
287	2310	shm
287	2738	shm
92	1996	shm
578	1851	shm
578	2112	shm
1058	2476	shm
1058	2779	shm
1058	2828	shm
687	2367	shm
1	2567	shm
58	2511	shm
2258	1971	shm
120	2403	shm
1427	2380	shm
1974	2612	shm
965	2775	shm
77	2414	shm
826	1895	shm
826	2006	shm
54	1617	shm
386	2286	shm
1116	2601	shm
355	2264	shm
308	1877	shm
457	2679	shm
325	2716	shm
325	2724	shm
325	2751	shm
953	2498	shm
576	2637	shm
320	2878	shm
1416	2651	shm
1713	2340	shm
463	1767	shm
827	2260	shm
2815	2416	shm
774	1800	shm
774	1884	shm
774	2410	shm
771	2162	shm
771	2643	shm
545	2778	shm
1238	2178	shm
657	2827	shm
657	2851	shm
266	2389	shm
266	2580	shm
766	1829	shm
766	2439	shm
1105	2481	shm
1132	1953	shm
1448	2436	shm
1599	2220	shm
1164	2893	shm
