from	to	interaction
205	1952	shm
907	2513	shm
907	2865	shm
423	2247	shm
119	2900	shm
2234	2253	shm
549	2243	shm
598	2169	shm
18	1893	shm
18	2500	shm
1660	2640	shm
172	1873	shm
172	2471	shm
1156	2269	shm
1156	2595	shm
1473	2270	shm
1473	2462	shm
7	1891	shm
7	2211	shm
7	2852	shm
1298	2353	shm
1335	2134	shm
535	2373	shm
1046	2839	shm
1391	2188	shm
914	2669	shm
2338	2903	shm
226	2502	shm
1616	2037	shm
2092	2840	shm
693	1766	shm
846	1970	shm
469	1821	shm
1502	2767	shm
2289	597	shm
